precinct,simp_race,estimate,units
410514604,Some other race alone,2.623046,People
410514604,Two or more races:,149.856684,People
410514604,White alone,849.472159,People
410514605,American Indian and Alaska Native alone,5.156402,People
410514605,Asian alone,93.00985899999999,People
410514605,Black or African American alone,12.998223999999999,People
410514605,Hispanic or Latinx,110.922844,People
410514605,Native Hawaiian and Other Pacific Islander alone,0.00772,People
410514605,Some other race alone,3.840312,People
410514605,Two or more races:,136.36024999999998,People
410514605,White alone,820.435576,People
410514606,American Indian and Alaska Native alone,12.926583,People
410514606,Asian alone,142.102456,People
410514606,Black or African American alone,28.568477,People
410514606,Hispanic or Latinx,120.80080600000001,People
410514606,Native Hawaiian and Other Pacific Islander alone,0.045634,People
410514606,Some other race alone,1.7339529999999999,People
410514606,Two or more races:,137.441102,People
410514606,White alone,830.099473,People
410514607,American Indian and Alaska Native alone,9.226064,People
410514607,Asian alone,292.92805,People
410514607,Black or African American alone,79.84312800000001,People
410514607,Hispanic or Latinx,182.835831,People
410514607,Native Hawaiian and Other Pacific Islander alone,20.759995,People
410514607,Some other race alone,2.550662,People
410514607,Two or more races:,157.875638,People
410514607,White alone,920.659996,People
410514608,American Indian and Alaska Native alone,4.931268,People
410514608,Asian alone,238.610408,People
410514608,Black or African American alone,62.351836999999996,People
410514608,Hispanic or Latinx,232.75033599999998,People
410514608,Native Hawaiian and Other Pacific Islander alone,9.468302999999999,People
410514608,Some other race alone,4.666173,People
410514608,Two or more races:,100.651102,People
410514608,White alone,775.407872,People
410514701,American Indian and Alaska Native alone,22.556138999999998,People
410514701,Asian alone,334.086475,People
410514701,Black or African American alone,410.582489,People
410514701,Hispanic or Latinx,156.328652,People
410514701,Native Hawaiian and Other Pacific Islander alone,36.01627,People
410514701,Some other race alone,0,People
410514701,Two or more races:,174.188966,People
410514701,White alone,1169.849685,People
410514702,American Indian and Alaska Native alone,0.05097,People
410514702,Asian alone,149.901754,People
410514702,Black or African American alone,135.178043,People
410514702,Hispanic or Latinx,137.676905,People
410514702,Native Hawaiian and Other Pacific Islander alone,20.60888,People
410514702,Some other race alone,0,People
410514702,Two or more races:,125.96714600000001,People
410514702,White alone,715.379047,People
410514703,American Indian and Alaska Native alone,1.8e-5,People
410514703,Asian alone,199.621943,People
410514703,Black or African American alone,105.693239,People
410514703,Hispanic or Latinx,206.68483199999997,People
410514703,Native Hawaiian and Other Pacific Islander alone,67.125312,People
410514703,Some other race alone,17.976564999999997,People
410514703,Two or more races:,114.166914,People
410514703,White alone,1226.884607,People
410514704,American Indian and Alaska Native alone,2.8745670000000003,People
410514704,Asian alone,199.989541,People
410514704,Black or African American alone,170.162149,People
410514704,Hispanic or Latinx,360.328881,People
410514704,Native Hawaiian and Other Pacific Islander alone,8.226922,People
410514704,Some other race alone,7.134439,People
410514704,Two or more races:,165.94404,People
410514704,White alone,1114.746396,People
410514705,American Indian and Alaska Native alone,40.000365,People
410514705,Asian alone,301.655521,People
410514705,Black or African American alone,160.54574399999998,People
410514705,Hispanic or Latinx,437.164313,People
410514705,Native Hawaiian and Other Pacific Islander alone,107.293024,People
410514705,Some other race alone,8.89e-4,People
410514705,Two or more races:,170.10540600000002,People
410514705,White alone,1551.73603,People
410514706,American Indian and Alaska Native alone,9.975046,People
410514706,Asian alone,255.728458,People
410514706,Black or African American alone,320.02698799999996,People
410514706,Hispanic or Latinx,218.700984,People
410514706,Native Hawaiian and Other Pacific Islander alone,3.1586779999999997,People
410514706,Some other race alone,0,People
410514706,Two or more races:,145.525124,People
410514706,White alone,1164.554973,People
410514707,American Indian and Alaska Native alone,2.0304389999999994,People
410514707,Asian alone,291.656547,People
410514707,Black or African American alone,330.430851,People
410514707,Hispanic or Latinx,315.548282,People
410514707,Native Hawaiian and Other Pacific Islander alone,110.944344,People
410514707,Some other race alone,0,People
410514707,Two or more races:,157.047414,People
410514707,White alone,1274.518049,People
410514708,American Indian and Alaska Native alone,5.649802,People
410514708,Asian alone,322.623711,People
410514708,Black or African American alone,152.090758,People
410514708,Hispanic or Latinx,353.40568,People
410514708,Native Hawaiian and Other Pacific Islander alone,85.323954,People
410514708,Some other race alone,21.446437,People
410514708,Two or more races:,166.511016,People
410514708,White alone,1408.827574,People
410514709,American Indian and Alaska Native alone,2.5685339999999997,People
410514709,Asian alone,361.134416,People
410514709,Black or African American alone,106.632876,People
410514709,Hispanic or Latinx,472.723926,People
410514709,Native Hawaiian and Other Pacific Islander alone,26.814999999999998,People
410514709,Some other race alone,0,People
410514709,Two or more races:,96.167504,People
410514709,White alone,889.6235740000001,People
410514710,American Indian and Alaska Native alone,35.21974,People
410514710,Asian alone,340.150761,People
410514710,Black or African American alone,343.544923,People
410514710,Hispanic or Latinx,650.361131,People
410514710,Native Hawaiian and Other Pacific Islander alone,0.039999,People
410514710,Some other race alone,8.78912,People
410514710,Two or more races:,486.506018,People
410514710,White alone,1526.234062,People
410514801,American Indian and Alaska Native alone,27.989359999999998,People
410514801,Asian alone,134.239025,People
410514801,Black or African American alone,138.96120200000001,People
410514801,Hispanic or Latinx,122.050035,People
410514801,Native Hawaiian and Other Pacific Islander alone,0,People
410514801,Some other race alone,0,People
410514801,Two or more races:,126.206756,People
410514801,White alone,2186.2576259999996,People
410514802,American Indian and Alaska Native alone,43.999384,People
410514802,Asian alone,342.995724,People
410514802,Black or African American alone,24.999878000000002,People
410514802,Hispanic or Latinx,373.99696600000004,People
410514802,Native Hawaiian and Other Pacific Islander alone,16.999762,People
410514802,Some other race alone,0,People
410514802,Two or more races:,50.001904,People
410514802,White alone,1286.991672,People
410514803,American Indian and Alaska Native alone,28.720522,People
410514803,Asian alone,235.697377,People
410514803,Black or African American alone,100.77371600000001,People
410514803,Hispanic or Latinx,266.085795,People
410514803,Native Hawaiian and Other Pacific Islander alone,31.812704999999998,People
410514803,Some other race alone,4.792174999999999,People
410514803,Two or more races:,143.651842,People
410514803,White alone,1048.933611,People
410514804,American Indian and Alaska Native alone,12.265454,People
410514804,Asian alone,178.57591,People
410514804,Black or African American alone,81.981035,People
410514804,Hispanic or Latinx,226.067506,People
410514804,Native Hawaiian and Other Pacific Islander alone,10.324882,People
410514804,Some other race alone,2.5195679999999996,People
410514804,Two or more races:,171.006162,People
410514804,White alone,991.10743,People
410514805,American Indian and Alaska Native alone,19.602515,People
410514805,Asian alone,330.321486,People
410514805,Black or African American alone,128.390923,People
410514805,Hispanic or Latinx,581.050666,People
410514805,Native Hawaiian and Other Pacific Islander alone,73.135593,People
410514805,Some other race alone,0,People
410514805,Two or more races:,725.287408,People
410514805,White alone,1908.2617089999999,People
410514806,American Indian and Alaska Native alone,11.856689000000001,People
410514806,Asian alone,220.584539,People
410514806,Black or African American alone,216.96534200000002,People
410514806,Hispanic or Latinx,314.072203,People
410514806,Native Hawaiian and Other Pacific Islander alone,0,People
410514806,Some other race alone,0,People
410514806,Two or more races:,238.20064200000002,People
410514806,White alone,1395.508329,People
410514807,American Indian and Alaska Native alone,13.535369000000001,People
410514807,Asian alone,506.459154,People
410514807,Black or African American alone,105.68007800000001,People
410514807,Hispanic or Latinx,625.290033,People
410514807,Native Hawaiian and Other Pacific Islander alone,0.807376,People
410514807,Some other race alone,4.256982,People
410514807,Two or more races:,215.652388,People
410514807,White alone,1430.301612,People
410514901,American Indian and Alaska Native alone,14.379748,People
410514901,Asian alone,104.846744,People
410514901,Black or African American alone,2.541931,People
410514901,Hispanic or Latinx,697.97528,People
410514901,Native Hawaiian and Other Pacific Islander alone,2.0670040000000003,People
410514901,Some other race alone,0,People
410514901,Two or more races:,379.33754,People
410514901,White alone,1564.121238,People
410514902,American Indian and Alaska Native alone,91.719455,People
410514902,Asian alone,289.952403,People
410514902,Black or African American alone,40.216058,People
410514902,Hispanic or Latinx,40.879894,People
410514902,Native Hawaiian and Other Pacific Islander alone,5.4e-4,People
410514902,Some other race alone,0,People
410514902,Two or more races:,237.359636,People
410514902,White alone,1981.298698,People
410514903,American Indian and Alaska Native alone,57.616986000000004,People
410514903,Asian alone,157.696371,People
410514903,Black or African American alone,103.12308800000001,People
410514903,Hispanic or Latinx,332.894971,People
410514903,Native Hawaiian and Other Pacific Islander alone,61.255538,People
410514903,Some other race alone,0.34621799999999997,People
410514903,Two or more races:,203.62551000000002,People
410514903,White alone,1929.420838,People
410514904,American Indian and Alaska Native alone,15.984988999999999,People
410514904,Asian alone,76.567662,People
410514904,Black or African American alone,70.641127,People
410514904,Hispanic or Latinx,197.560888,People
410514904,Native Hawaiian and Other Pacific Islander alone,2.1387590000000003,People
410514904,Some other race alone,9.669709000000001,People
410514904,Two or more races:,173.784074,People
410514904,White alone,1335.097021,People
410514905,American Indian and Alaska Native alone,12.032459,People
410514905,Asian alone,35.248025,People
410514905,Black or African American alone,21.045038,People
410514905,Hispanic or Latinx,380.45307,People
410514905,Native Hawaiian and Other Pacific Islander alone,2.534861,People
410514905,Some other race alone,0.098794,People
410514905,Two or more races:,148.907272,People
410514905,White alone,1171.731662,People
410514906,American Indian and Alaska Native alone,24.449389,People
410514906,Asian alone,91.06710100000001,People
410514906,Black or African American alone,90.77810000000001,People
410514906,Hispanic or Latinx,874.226607,People
410514906,Native Hawaiian and Other Pacific Islander alone,54.680834,People
410514906,Some other race alone,1.583804,People
410514906,Two or more races:,165.005592,People
410514906,White alone,915.952328,People
410514907,American Indian and Alaska Native alone,86.65370200000001,People
410514907,Asian alone,270.495046,People
410514907,Black or African American alone,43.840398,People
410514907,Hispanic or Latinx,40.926252,People
410514907,Native Hawaiian and Other Pacific Islander alone,0.43274,People
410514907,Some other race alone,0.155255,People
410514907,Two or more races:,226.43534,People
410514907,White alone,1913.126432,People
410514908,American Indian and Alaska Native alone,14.275416,People
410514908,Asian alone,52.539734,People
410514908,Black or African American alone,205.50152,People
410514908,Hispanic or Latinx,325.135983,People
410514908,Native Hawaiian and Other Pacific Islander alone,113.337568,People
410514908,Some other race alone,33.502325,People
410514908,Two or more races:,413.96761200000003,People
410514908,White alone,2300.48187,People
410514909,American Indian and Alaska Native alone,7.612115,People
410514909,Asian alone,65.428037,People
410514909,Black or African American alone,107.386915,People
410514909,Hispanic or Latinx,375.375672,People
410514909,Native Hawaiian and Other Pacific Islander alone,4.094509,People
410514909,Some other race alone,0.049894999999999995,People
410514909,Two or more races:,202.695816,People
410514909,White alone,1031.214742,People
410514910,American Indian and Alaska Native alone,22.49861,People
410514910,Asian alone,192.545657,People
410514910,Black or African American alone,195.74394900000001,People
410514910,Hispanic or Latinx,627.614318,People
410514910,Native Hawaiian and Other Pacific Islander alone,25.565564000000002,People
410514910,Some other race alone,0.165492,People
410514910,Two or more races:,169.460516,People
410514910,White alone,957.641566,People
410514911,American Indian and Alaska Native alone,33.392907,People
410514911,Asian alone,150.78153600000002,People
410514911,Black or African American alone,79.634918,People
410514911,Hispanic or Latinx,483.755294,People
410514911,Native Hawaiian and Other Pacific Islander alone,4.509901,People
410514911,Some other race alone,4.237474000000001,People
410514911,Two or more races:,191.86226200000002,People
410514911,White alone,1237.216185,People
410515001,American Indian and Alaska Native alone,37.042524,People
410515001,Asian alone,141.553244,People
410515001,Black or African American alone,192.84446699999998,People
410515001,Hispanic or Latinx,667.167271,People
410515001,Native Hawaiian and Other Pacific Islander alone,16.096278,People
410515001,Some other race alone,7.908347999999999,People
410515001,Two or more races:,371.53793,People
410515001,White alone,1210.40738,People
410515002,American Indian and Alaska Native alone,21.860409,People
410515002,Asian alone,29.439747,People
410515002,Black or African American alone,60.105886000000005,People
410515002,Hispanic or Latinx,519.6894070000001,People
410515002,Native Hawaiian and Other Pacific Islander alone,2.2352,People
410515002,Some other race alone,0.61468,People
410515002,Two or more races:,155.63723000000002,People
410515002,White alone,1418.609349,People
410515003,American Indian and Alaska Native alone,0.525308,People
410515003,Asian alone,212.088294,People
410515003,Black or African American alone,48.393196,People
410515003,Hispanic or Latinx,386.391098,People
410515003,Native Hawaiian and Other Pacific Islander alone,0,People
410515003,Some other race alone,0,People
410515003,Two or more races:,462.64036,People
410515003,White alone,2127.940768,People
410515004,American Indian and Alaska Native alone,4.653033,People
410515004,Asian alone,58.528635,People
410515004,Black or African American alone,67.402169,People
410515004,Hispanic or Latinx,261.322032,People
410515004,Native Hawaiian and Other Pacific Islander alone,11.74728,People
410515004,Some other race alone,3.230502,People
410515004,Two or more races:,258.699232,People
410515004,White alone,1944.270065,People
410515006,American Indian and Alaska Native alone,14.855467,People
410515006,Asian alone,53.67915000000001,People
410515006,Black or African American alone,50.819296,People
410515006,Hispanic or Latinx,346.860352,People
410515006,Native Hawaiian and Other Pacific Islander alone,17.781505,People
410515006,Some other race alone,0,People
410515006,Two or more races:,234.62333800000002,People
410515006,White alone,1821.557945,People
410515007,American Indian and Alaska Native alone,8.396227,People
410515007,Asian alone,41.897614000000004,People
410515007,Black or African American alone,29.643752,People
410515007,Hispanic or Latinx,286.735387,People
410515007,Native Hawaiian and Other Pacific Islander alone,7.345566,People
410515007,Some other race alone,0,People
410515007,Two or more races:,158.71760400000002,People
410515007,White alone,1259.8773840000001,People
410515008,American Indian and Alaska Native alone,18.262834,People
410515008,Asian alone,182.33579200000003,People
410515008,Black or African American alone,53.014545,People
410515008,Hispanic or Latinx,261.799193,People
410515008,Native Hawaiian and Other Pacific Islander alone,9.60539,People
410515008,Some other race alone,7.149999999999999e-4,People
410515008,Two or more races:,212.38954800000002,People
410515008,White alone,1546.2650540000002,People
410515009,American Indian and Alaska Native alone,19.639648,People
410515009,Asian alone,329.846064,People
410515009,Black or African American alone,301.750272,People
410515009,Hispanic or Latinx,529.668238,People
410515009,Native Hawaiian and Other Pacific Islander alone,16.52512,People
410515009,Some other race alone,0,People
410515009,Two or more races:,70.526684,People
410515009,White alone,1008.041966,People
410515101,American Indian and Alaska Native alone,13.000282,People
410515101,Asian alone,214.016262,People
410515101,Black or African American alone,62.009212,People
410515101,Hispanic or Latinx,455.016074,People
410515101,Native Hawaiian and Other Pacific Islander alone,199.986276,People
410515101,Some other race alone,0,People
410515101,Two or more races:,206.014664,People
410515101,White alone,1629.0107159999998,People
410515102,American Indian and Alaska Native alone,28.882721,People
410515102,Asian alone,524.5611260000001,People
410515102,Black or African American alone,212.18496,People
410515102,Hispanic or Latinx,400.04979299999997,People
410515102,Native Hawaiian and Other Pacific Islander alone,57.678417,People
410515102,Some other race alone,0,People
410515102,Two or more races:,293.48628199999996,People
410515102,White alone,1590.835273,People
410515103,American Indian and Alaska Native alone,32.306332,People
410515103,Asian alone,763.490701,People
410515103,Black or African American alone,149.825156,People
410515103,Hispanic or Latinx,388.627121,People
410515103,Native Hawaiian and Other Pacific Islander alone,0,People
410515103,Some other race alone,0,People
410515103,Two or more races:,306.18234,People
410515103,White alone,2821.151187,People
410515104,American Indian and Alaska Native alone,25.658338,People
410515104,Asian alone,559.886318,People
410515104,Black or African American alone,50.9801,People
410515104,Hispanic or Latinx,290.882734,People
410515104,Native Hawaiian and Other Pacific Islander alone,11.341805,People
410515104,Some other race alone,0,People
410515104,Two or more races:,211.71741799999998,People
410515104,White alone,2120.342561,People
410515105,American Indian and Alaska Native alone,37.8921,People
410515105,Asian alone,232.588503,People
410515105,Black or African American alone,78.803526,People
410515105,Hispanic or Latinx,183.488319,People
410515105,Native Hawaiian and Other Pacific Islander alone,16.579834,People
410515105,Some other race alone,4.551459,People
410515105,Two or more races:,412.499252,People
410515105,White alone,2330.679245,People
410515106,American Indian and Alaska Native alone,57.000981,People
410515106,Asian alone,276.640389,People
410515106,Black or African American alone,156.916056,People
410515106,Hispanic or Latinx,371.884181,People
410515106,Native Hawaiian and Other Pacific Islander alone,34.06015000000001,People
410515106,Some other race alone,0,People
410515106,Two or more races:,208.014244,People
410515106,White alone,1312.9016299999998,People
410515107,American Indian and Alaska Native alone,56.541698,People
410515107,Asian alone,93.977045,People
410515107,Black or African American alone,103.781022,People
410515107,Hispanic or Latinx,145.393968,People
410515107,Native Hawaiian and Other Pacific Islander alone,17.050985,People
410515107,Some other race alone,4.661008,People
410515107,Two or more races:,495.00676999999996,People
410515107,White alone,2030.323684,People
410515202,American Indian and Alaska Native alone,1.550562,People
410515202,Asian alone,18.856506,People
410515202,Black or African American alone,7.601577,People
410515202,Hispanic or Latinx,148.62535300000002,People
410515202,Native Hawaiian and Other Pacific Islander alone,0,People
410515202,Some other race alone,52.325529,People
410515202,Two or more races:,164.410914,People
410515202,White alone,625.360171,People
410515203,American Indian and Alaska Native alone,27.623509,People
410515203,Asian alone,77.48638799999999,People
410515203,Black or African American alone,0.546744,People
410515203,Hispanic or Latinx,91.837125,People
410515203,Native Hawaiian and Other Pacific Islander alone,0.642487,People
410515203,Some other race alone,0,People
410515203,Two or more races:,74.017202,People
410515203,White alone,1902.840363,People
410515204,American Indian and Alaska Native alone,12.344567999999999,People
410515204,Asian alone,49.760039,People
410515204,Black or African American alone,28.834251,People
410515204,Hispanic or Latinx,336.852896,People
410515204,Native Hawaiian and Other Pacific Islander alone,21.309351,People
410515204,Some other race alone,0,People
410515204,Two or more races:,57.577988000000005,People
410515204,White alone,2034.683901,People
410670301,American Indian and Alaska Native alone,3.176752,People
410670301,Asian alone,17.181204,People
410670301,Black or African American alone,2.677578,People
410670301,Hispanic or Latinx,128.88633000000002,People
410670301,Native Hawaiian and Other Pacific Islander alone,3.4015800000000005,People
410670301,Some other race alone,0.125788,People
410670301,Two or more races:,157.248544,People
410670301,White alone,1316.146865,People
410670302,American Indian and Alaska Native alone,3.9302349999999997,People
410670302,Asian alone,136.866951,People
410670302,Black or African American alone,72.143469,People
410670302,Hispanic or Latinx,252.822045,People
410670302,Native Hawaiian and Other Pacific Islander alone,0,People
410670302,Some other race alone,0.00416,People
410670302,Two or more races:,155.141924,People
410670302,White alone,935.632672,People
410670303,American Indian and Alaska Native alone,27.139761,People
410670303,Asian alone,1624.125922,People
410670303,Black or African American alone,707.191153,People
410670303,Hispanic or Latinx,2983.811746,People
410670303,Native Hawaiian and Other Pacific Islander alone,0,People
410670303,Some other race alone,46.550888,People
410670303,Two or more races:,950.397472,People
410670303,White alone,6536.969152,People
410670304,American Indian and Alaska Native alone,7.564242,People
410670304,Asian alone,159.662619,People
410670304,Black or African American alone,25.729085,People
410670304,Hispanic or Latinx,524.59199,People
410670304,Native Hawaiian and Other Pacific Islander alone,0,People
410670304,Some other race alone,0,People
410670304,Two or more races:,86.988508,People
410670304,White alone,1270.4026489999999,People
410670305,American Indian and Alaska Native alone,9,People
410670305,Asian alone,46,People
410670305,Black or African American alone,5,People
410670305,Hispanic or Latinx,382,People
410670305,Native Hawaiian and Other Pacific Islander alone,27,People
410670305,Some other race alone,1,People
410670305,Two or more races:,150,People
410670305,White alone,2842,People
410670306,American Indian and Alaska Native alone,0.020599,People
410670306,Asian alone,28.381003,People
410670306,Black or African American alone,64.920765,People
410670306,Hispanic or Latinx,237.825775,People
410670306,Native Hawaiian and Other Pacific Islander alone,0,People
410670306,Some other race alone,0,People
410670306,Two or more races:,157.943926,People
410670306,White alone,1662.0016460000002,People
410670307,American Indian and Alaska Native alone,0,People
410670307,Asian alone,63.962069,People
410670307,Black or African American alone,26.429453000000002,People
410670307,Hispanic or Latinx,365.80228,People
410670307,Native Hawaiian and Other Pacific Islander alone,1.4827620000000001,People
410670307,Some other race alone,5.933925,People
410670307,Two or more races:,187.60814200000002,People
410670307,White alone,804.058051,People
410670308,American Indian and Alaska Native alone,1.5843120000000002,People
410670308,Asian alone,10.864533999999999,People
410670308,Black or African American alone,0.313423,People
410670308,Hispanic or Latinx,282.962847,People
410670308,Native Hawaiian and Other Pacific Islander alone,0,People
410670308,Some other race alone,0,People
410670308,Two or more races:,62.413418,People
410670308,White alone,955.696057,People
410670309,American Indian and Alaska Native alone,8.382539000000001,People
410670309,Asian alone,674.561034,People
410670309,Black or African American alone,12.692549999999999,People
410670309,Hispanic or Latinx,397.096713,People
410670309,Native Hawaiian and Other Pacific Islander alone,0.09743600000000001,People
410670309,Some other race alone,5.8537799999999995,People
410670309,Two or more races:,298.14791,People
410670309,White alone,1785.00755,People
410670310,American Indian and Alaska Native alone,0.39482000000000006,People
410670310,Asian alone,8.160518,People
410670310,Black or African American alone,8.203272,People
410670310,Hispanic or Latinx,160.383656,People
410670310,Native Hawaiian and Other Pacific Islander alone,0,People
410670310,Some other race alone,0,People
410670310,Two or more races:,108.093558,People
410670310,White alone,959.462699,People
410670311,American Indian and Alaska Native alone,1.65e-4,People
410670311,Asian alone,98.134656,People
410670311,Black or African American alone,18.582086999999998,People
410670311,Hispanic or Latinx,329.78231099999994,People
410670311,Native Hawaiian and Other Pacific Islander alone,0,People
410670311,Some other race alone,0,People
410670311,Two or more races:,169.875666,People
410670311,White alone,1414.7381409999998,People
410670312,American Indian and Alaska Native alone,3.341885,People
410670312,Asian alone,15.512541,People
410670312,Black or African American alone,3.3417850000000002,People
410670312,Hispanic or Latinx,88.79739500000001,People
410670312,Native Hawaiian and Other Pacific Islander alone,6.75e-4,People
410670312,Some other race alone,2.5e-5,People
410670312,Two or more races:,126.18488,People
410670312,White alone,1123.6475910000001,People
410670313,American Indian and Alaska Native alone,0.072027,People
410670313,Asian alone,727.240319,People
410670313,Black or African American alone,58.974179,People
410670313,Hispanic or Latinx,403.740431,People
410670313,Native Hawaiian and Other Pacific Islander alone,53.926614,People
410670313,Some other race alone,0,People
410670313,Two or more races:,813.317782,People
410670313,White alone,1330.182106,People
410670314,American Indian and Alaska Native alone,9.72e-4,People
410670314,Asian alone,1.074485,People
410670314,Black or African American alone,0.45716100000000004,People
410670314,Hispanic or Latinx,164.938084,People
410670314,Native Hawaiian and Other Pacific Islander alone,0.156276,People
410670314,Some other race alone,0.011349999999999999,People
410670314,Two or more races:,4.165528,People
410670314,White alone,1086.3259819999998,People
410670315,American Indian and Alaska Native alone,21.775078999999998,People
410670315,Asian alone,81.148946,People
410670315,Black or African American alone,8.654592,People
410670315,Hispanic or Latinx,326.524588,People
410670315,Native Hawaiian and Other Pacific Islander alone,0,People
410670315,Some other race alone,0,People
410670315,Two or more races:,23.296306,People
410670315,White alone,2727.630192,People
410670316,American Indian and Alaska Native alone,16.176049,People
410670316,Asian alone,46.720805999999996,People
410670316,Black or African American alone,6.517196,People
410670316,Hispanic or Latinx,103.081496,People
410670316,Native Hawaiian and Other Pacific Islander alone,0,People
410670316,Some other race alone,0,People
410670316,Two or more races:,4.319704,People
410670316,White alone,1155.9932139999999,People
410670317,American Indian and Alaska Native alone,12.147219,People
410670317,Asian alone,162.9328,People
410670317,Black or African American alone,0.456289,People
410670317,Hispanic or Latinx,826.357663,People
410670317,Native Hawaiian and Other Pacific Islander alone,0.021772,People
410670317,Some other race alone,7.37e-4,People
410670317,Two or more races:,339.861394,People
410670317,White alone,4970.464339,People
410670318,American Indian and Alaska Native alone,12.253277,People
410670318,Asian alone,159.509617,People
410670318,Black or African American alone,58.186506,People
410670318,Hispanic or Latinx,619.488107,People
410670318,Native Hawaiian and Other Pacific Islander alone,0.022905,People
410670318,Some other race alone,0.364728,People
410670318,Two or more races:,275.911,People
410670318,White alone,1468.205749,People
410670319,American Indian and Alaska Native alone,16.967796,People
410670319,Asian alone,348.956343,People
410670319,Black or African American alone,159.935927,People
410670319,Hispanic or Latinx,394.09067,People
410670319,Native Hawaiian and Other Pacific Islander alone,11.323318,People
410670319,Some other race alone,11.044966,People
410670319,Two or more races:,184.08647200000001,People
410670319,White alone,1413.7321259999999,People
410670320,American Indian and Alaska Native alone,0.142186,People
410670320,Asian alone,167.54248500000003,People
410670320,Black or African American alone,45.218583,People
410670320,Hispanic or Latinx,342.621203,People
410670320,Native Hawaiian and Other Pacific Islander alone,0,People
410670320,Some other race alone,0,People
410670320,Two or more races:,83.853342,People
410670320,White alone,1069.6882580000001,People
410670321,American Indian and Alaska Native alone,0,People
410670321,Asian alone,13.756494,People
410670321,Black or African American alone,16.362013,People
410670321,Hispanic or Latinx,200.996754,People
410670321,Native Hawaiian and Other Pacific Islander alone,0,People
410670321,Some other race alone,0,People
410670321,Two or more races:,137.309524,People
410670321,White alone,1152.7175340000001,People
410670322,American Indian and Alaska Native alone,13.963698,People
410670322,Asian alone,832.931768,People
410670322,Black or African American alone,364.063395,People
410670322,Hispanic or Latinx,1517.615202,People
410670322,Native Hawaiian and Other Pacific Islander alone,0,People
410670322,Some other race alone,23.937768000000002,People
410670322,Two or more races:,485.013164,People
410670322,White alone,3343.6152180000004,People
410670323,American Indian and Alaska Native alone,22.96297,People
410670323,Asian alone,351.08533,People
410670323,Black or African American alone,117.81002,People
410670323,Hispanic or Latinx,487.31878,People
410670323,Native Hawaiian and Other Pacific Islander alone,0,People
410670323,Some other race alone,0,People
410670323,Two or more races:,389.73274,People
410670323,White alone,2076.2272000000003,People
410670324,American Indian and Alaska Native alone,0,People
410670324,Asian alone,1.52402,People
410670324,Black or African American alone,2.72e-4,People
410670324,Hispanic or Latinx,60.477568000000005,People
410670324,Native Hawaiian and Other Pacific Islander alone,0,People
410670324,Some other race alone,0,People
410670324,Two or more races:,31.432884,People
410670324,White alone,808.9016750000001,People
410670325,American Indian and Alaska Native alone,107.59121099999999,People
410670325,Asian alone,310.462719,People
410670325,Black or African American alone,89.127221,People
410670325,Hispanic or Latinx,734.267924,People
410670325,Native Hawaiian and Other Pacific Islander alone,0,People
410670325,Some other race alone,0,People
410670325,Two or more races:,505.475164,People
410670325,White alone,4352.2193480000005,People
410670326,American Indian and Alaska Native alone,3.7185850000000005,People
410670326,Asian alone,49.078348999999996,People
410670326,Black or African American alone,5.468758,People
410670326,Hispanic or Latinx,65.156086,People
410670326,Native Hawaiian and Other Pacific Islander alone,5.045854,People
410670326,Some other race alone,0.02289,People
410670326,Two or more races:,44.46212800000001,People
410670326,White alone,1204.863689,People
410670327,American Indian and Alaska Native alone,21.51873,People
410670327,Asian alone,1185.8477,People
410670327,Black or African American alone,467.036264,People
410670327,Hispanic or Latinx,2397.174811,People
410670327,Native Hawaiian and Other Pacific Islander alone,0,People
410670327,Some other race alone,39.894274,People
410670327,Two or more races:,965.741548,People
410670327,White alone,5364.827746,People
410670328,American Indian and Alaska Native alone,28.919252,People
410670328,Asian alone,1718.626534,People
410670328,Black or African American alone,741.222509,People
410670328,Hispanic or Latinx,3285.375551,People
410670328,Native Hawaiian and Other Pacific Islander alone,0.002511,People
410670328,Some other race alone,48.16584,People
410670328,Two or more races:,1079.174712,People
410670328,White alone,7928.289855,People
410670329,American Indian and Alaska Native alone,0.8551859999999999,People
410670329,Asian alone,1149.131936,People
410670329,Black or African American alone,70.823307,People
410670329,Hispanic or Latinx,289.364824,People
410670329,Native Hawaiian and Other Pacific Islander alone,7.813313999999999,People
410670329,Some other race alone,23.242809,People
410670329,Two or more races:,432.975274,People
410670329,White alone,2303.890528,People
410670330,American Indian and Alaska Native alone,11.286286,People
410670330,Asian alone,103.442924,People
410670330,Black or African American alone,0.302192,People
410670330,Hispanic or Latinx,244.411754,People
410670330,Native Hawaiian and Other Pacific Islander alone,0,People
410670330,Some other race alone,0,People
410670330,Two or more races:,292.957636,People
410670330,White alone,2023.5024859999999,People
410670331,American Indian and Alaska Native alone,0,People
410670331,Asian alone,2455.9602000000004,People
410670331,Black or African American alone,129.197088,People
410670331,Hispanic or Latinx,562.301868,People
410670331,Native Hawaiian and Other Pacific Islander alone,12.690776,People
410670331,Some other race alone,32.510454,People
410670331,Two or more races:,377.618044,People
410670331,White alone,2332.863159,People
410670332,American Indian and Alaska Native alone,107.690523,People
410670332,Asian alone,833.666775,People
410670332,Black or African American alone,263.867522,People
410670332,Hispanic or Latinx,632.16725,People
410670332,Native Hawaiian and Other Pacific Islander alone,0.09573200000000001,People
410670332,Some other race alone,3.271649,People
410670332,Two or more races:,549.720152,People
410670332,White alone,2726.59066,People
410670333,American Indian and Alaska Native alone,12.347296,People
