precinct,education,estimate,units
410513808,"Some college, no degree",685.533861,People
410514101,"9th to 12th grade, no diploma",7.8581259999999995,People
410514101,Associate's degree,48.063098,People
410514101,Bachelor's degree,312.13378700000004,People
410514101,Graduate or professional degree,250.82876000000002,People
410514101,High school graduate (includes equivalency),86.633326,People
410514101,Less than 9th grade,5.600434999999999,People
410514101,"Some college, no degree",150.516712,People
410514102,"9th to 12th grade, no diploma",62.034123,People
410514102,Associate's degree,61.639306000000005,People
410514102,Bachelor's degree,331.066973,People
410514102,Graduate or professional degree,210.14948700000002,People
410514102,High school graduate (includes equivalency),204.562906,People
410514102,Less than 9th grade,18.334244,People
410514102,"Some college, no degree",221.476897,People
410514103,"9th to 12th grade, no diploma",14.46359,People
410514103,Associate's degree,38.478372,People
410514103,Bachelor's degree,299.595172,People
410514103,Graduate or professional degree,315.262747,People
410514103,High school graduate (includes equivalency),79.112167,People
410514103,Less than 9th grade,6.10797,People
410514103,"Some college, no degree",336.079706,People
410514203,"9th to 12th grade, no diploma",29.51018,People
410514203,Associate's degree,60.668098,People
410514203,Bachelor's degree,494.221007,People
410514203,Graduate or professional degree,188.93710099999998,People
410514203,High school graduate (includes equivalency),134.259834,People
410514203,Less than 9th grade,8.537059,People
410514203,"Some college, no degree",265.476337,People
410514204,"9th to 12th grade, no diploma",13.76534,People
410514204,Associate's degree,44.863743,People
410514204,Bachelor's degree,437.11967500000003,People
410514204,Graduate or professional degree,277.674145,People
410514204,High school graduate (includes equivalency),89.172644,People
410514204,Less than 9th grade,6.643414,People
410514204,"Some college, no degree",246.131525,People
410514205,"9th to 12th grade, no diploma",33.354666,People
410514205,Associate's degree,56.978407000000004,People
410514205,Bachelor's degree,384.918696,People
410514205,Graduate or professional degree,309.366399,People
410514205,High school graduate (includes equivalency),79.975001,People
410514205,Less than 9th grade,12.209856,People
410514205,"Some college, no degree",137.504862,People
410514207,"9th to 12th grade, no diploma",18.635165,People
410514207,Associate's degree,49.190277,People
410514207,Bachelor's degree,393.342301,People
410514207,Graduate or professional degree,227.023938,People
410514207,High school graduate (includes equivalency),72.836786,People
410514207,Less than 9th grade,19.292973,People
410514207,"Some college, no degree",213.976463,People
410514208,"9th to 12th grade, no diploma",34.149656,People
410514208,Associate's degree,48.932668,People
410514208,Bachelor's degree,352.254246,People
410514208,Graduate or professional degree,238.746121,People
410514208,High school graduate (includes equivalency),55.977661,People
410514208,Less than 9th grade,7.666767,People
410514208,"Some college, no degree",216.798086,People
410514209,"9th to 12th grade, no diploma",44.890201,People
410514209,Associate's degree,68.712331,People
410514209,Bachelor's degree,340.542948,People
410514209,Graduate or professional degree,234.691846,People
410514209,High school graduate (includes equivalency),158.658996,People
410514209,Less than 9th grade,14.232656,People
410514209,"Some college, no degree",314.203349,People
410514210,"9th to 12th grade, no diploma",29.963878,People
410514210,Associate's degree,66.286345,People
410514210,Bachelor's degree,314.219815,People
410514210,Graduate or professional degree,185.779096,People
410514210,High school graduate (includes equivalency),134.075755,People
410514210,Less than 9th grade,14.769842,People
410514210,"Some college, no degree",232.949929,People
410514301,"9th to 12th grade, no diploma",28.780491,People
410514301,Associate's degree,49.589292,People
410514301,Bachelor's degree,318.24528,People
410514301,Graduate or professional degree,196.994543,People
410514301,High school graduate (includes equivalency),111.372392,People
410514301,Less than 9th grade,16.187367,People
410514301,"Some college, no degree",199.351736,People
410514302,"9th to 12th grade, no diploma",23.636455,People
410514302,Associate's degree,53.50275,People
410514302,Bachelor's degree,298.266056,People
410514302,Graduate or professional degree,175.462088,People
410514302,High school graduate (includes equivalency),108.728666,People
410514302,Less than 9th grade,7.088521,People
410514302,"Some college, no degree",153.827628,People
410514304,"9th to 12th grade, no diploma",16.331057,People
410514304,Associate's degree,75.708153,People
410514304,Bachelor's degree,367.20896799999997,People
410514304,Graduate or professional degree,261.021601,People
410514304,High school graduate (includes equivalency),115.24230099999998,People
410514304,Less than 9th grade,16.289098,People
410514304,"Some college, no degree",224.421493,People
410514305,"9th to 12th grade, no diploma",28.914913,People
410514305,Associate's degree,99.135221,People
410514305,Bachelor's degree,401.905546,People
410514305,Graduate or professional degree,199.304435,People
410514305,High school graduate (includes equivalency),204.896638,People
410514305,Less than 9th grade,19.861423000000002,People
410514305,"Some college, no degree",289.713248,People
410514306,"9th to 12th grade, no diploma",21.640486,People
410514306,Associate's degree,52.046033,People
410514306,Bachelor's degree,429.38187999999997,People
410514306,Graduate or professional degree,288.45791099999997,People
410514306,High school graduate (includes equivalency),78.588076,People
410514306,Less than 9th grade,1.8713699999999998,People
410514306,"Some college, no degree",104.69269,People
410514310,"9th to 12th grade, no diploma",37.457582,People
410514310,Associate's degree,52.801773000000004,People
410514310,Bachelor's degree,363.88976,People
410514310,Graduate or professional degree,277.90986000000004,People
410514310,High school graduate (includes equivalency),102.183577,People
410514310,Less than 9th grade,7.054652,People
410514310,"Some college, no degree",194.373499,People
410514401,"9th to 12th grade, no diploma",148.251141,People
410514401,Associate's degree,178.202747,People
410514401,Bachelor's degree,470.669811,People
410514401,Graduate or professional degree,179.27368099999998,People
410514401,High school graduate (includes equivalency),396.807659,People
410514401,Less than 9th grade,30.009058999999997,People
410514401,"Some college, no degree",474.98339999999996,People
410514402,"9th to 12th grade, no diploma",158.58594100000002,People
410514402,Associate's degree,170.92566100000002,People
410514402,Bachelor's degree,443.55565400000006,People
410514402,Graduate or professional degree,188.425061,People
410514402,High school graduate (includes equivalency),382.788946,People
410514402,Less than 9th grade,38.897453000000006,People
410514402,"Some college, no degree",492.91032100000007,People
410514403,"9th to 12th grade, no diploma",9.165253,People
410514403,Associate's degree,23.714043,People
410514403,Bachelor's degree,157.158054,People
410514403,Graduate or professional degree,72.748863,People
410514403,High school graduate (includes equivalency),55.824022,People
410514403,Less than 9th grade,5.325029000000001,People
410514403,"Some college, no degree",128.028792,People
410514404,"9th to 12th grade, no diploma",51.826742,People
410514404,Associate's degree,90.918074,People
410514404,Bachelor's degree,318.496389,People
410514404,Graduate or professional degree,162.679229,People
410514404,High school graduate (includes equivalency),214.12334,People
410514404,Less than 9th grade,24.527314,People
410514404,"Some college, no degree",529.694774,People
410514409,"9th to 12th grade, no diploma",173.193032,People
410514409,Associate's degree,14.308236,People
410514409,Bachelor's degree,51.236674,People
410514409,Graduate or professional degree,22.409542,People
410514409,High school graduate (includes equivalency),338.296939,People
410514409,Less than 9th grade,92.760776,People
410514409,"Some college, no degree",377.259723,People
410514501,"9th to 12th grade, no diploma",11.205186,People
410514501,Associate's degree,37.540419,People
410514501,Bachelor's degree,290.518839,People
410514501,Graduate or professional degree,271.411603,People
410514501,High school graduate (includes equivalency),77.508275,People
410514501,Less than 9th grade,6.699092,People
410514501,"Some college, no degree",139.33574,People
410514502,"9th to 12th grade, no diploma",42.20168,People
410514502,Associate's degree,92.136309,People
410514502,Bachelor's degree,271.176802,People
410514502,Graduate or professional degree,204.76307400000002,People
410514502,High school graduate (includes equivalency),175.644423,People
410514502,Less than 9th grade,14.820407,People
410514502,"Some college, no degree",236.454022,People
410514503,"9th to 12th grade, no diploma",25.229392,People
410514503,Associate's degree,56.902221,People
410514503,Bachelor's degree,394.429089,People
410514503,Graduate or professional degree,208.36994099999998,People
410514503,High school graduate (includes equivalency),93.814873,People
410514503,Less than 9th grade,7.10982,People
410514503,"Some college, no degree",135.462381,People
410514505,"9th to 12th grade, no diploma",31.027982,People
410514505,Associate's degree,65.660278,People
410514505,Bachelor's degree,335.474408,People
410514505,Graduate or professional degree,194.285572,People
410514505,High school graduate (includes equivalency),129.69301000000002,People
410514505,Less than 9th grade,16.511577,People
410514505,"Some college, no degree",236.95143900000002,People
410514506,"9th to 12th grade, no diploma",45.928086,People
410514506,Associate's degree,98.108408,People
410514506,Bachelor's degree,271.047706,People
410514506,Graduate or professional degree,97.981292,People
410514506,High school graduate (includes equivalency),326.913806,People
410514506,Less than 9th grade,29.637717000000002,People
410514506,"Some college, no degree",320.684241,People
410514508,"9th to 12th grade, no diploma",22.521812999999998,People
410514508,Associate's degree,76.05402099999999,People
410514508,Bachelor's degree,266.824862,People
410514508,Graduate or professional degree,140.695937,People
410514508,High school graduate (includes equivalency),206.15884499999999,People
410514508,Less than 9th grade,36.123728,People
410514508,"Some college, no degree",369.889757,People
410514509,"9th to 12th grade, no diploma",100.165087,People
410514509,Associate's degree,121.417917,People
410514509,Bachelor's degree,232.702326,People
410514509,Graduate or professional degree,101.440172,People
410514509,High school graduate (includes equivalency),279.588976,People
410514509,Less than 9th grade,53.963459,People
410514509,"Some college, no degree",359.776653,People
410514510,"9th to 12th grade, no diploma",37.014685,People
410514510,Associate's degree,81.738823,People
410514510,Bachelor's degree,246.824367,People
410514510,Graduate or professional degree,116.11806399999999,People
410514510,High school graduate (includes equivalency),258.902405,People
410514510,Less than 9th grade,12.920630999999998,People
410514510,"Some college, no degree",257.255163,People
410514511,"9th to 12th grade, no diploma",116.41477599999999,People
410514511,Associate's degree,115.384979,People
410514511,Bachelor's degree,353.71426199999996,People
410514511,Graduate or professional degree,117.08343599999999,People
410514511,High school graduate (includes equivalency),376.489473,People
410514511,Less than 9th grade,85.359732,People
410514511,"Some college, no degree",480.737191,People
410514512,"9th to 12th grade, no diploma",43.847626999999996,People
410514512,Associate's degree,80.30585400000001,People
410514512,Bachelor's degree,253.556084,People
410514512,Graduate or professional degree,155.840954,People
410514512,High school graduate (includes equivalency),158.177539,People
410514512,Less than 9th grade,31.309703,People
410514512,"Some college, no degree",188.87333,People
410514601,"9th to 12th grade, no diploma",51.731507,People
410514601,Associate's degree,72.404617,People
410514601,Bachelor's degree,390.717308,People
410514601,Graduate or professional degree,231.716361,People
410514601,High school graduate (includes equivalency),155.174685,People
410514601,Less than 9th grade,19.03512,People
410514601,"Some college, no degree",281.32773000000003,People
410514602,"9th to 12th grade, no diploma",14.202898000000001,People
410514602,Associate's degree,34.404757000000004,People
410514602,Bachelor's degree,376.01808100000005,People
410514602,Graduate or professional degree,306.76521,People
410514602,High school graduate (includes equivalency),93.304978,People
410514602,Less than 9th grade,1.7932000000000003,People
410514602,"Some college, no degree",121.815441,People
410514604,"9th to 12th grade, no diploma",93.612086,People
410514604,Associate's degree,121.55416600000001,People
410514604,Bachelor's degree,239.766361,People
410514604,Graduate or professional degree,78.0396,People
410514604,High school graduate (includes equivalency),299.904859,People
410514604,Less than 9th grade,84.104759,People
410514604,"Some college, no degree",319.04082,People
410514605,"9th to 12th grade, no diploma",31.822356,People
410514605,Associate's degree,44.528711,People
410514605,Bachelor's degree,274.526634,People
410514605,Graduate or professional degree,139.614014,People
410514605,High school graduate (includes equivalency),122.00917199999999,People
410514605,Less than 9th grade,16.341533000000002,People
410514605,"Some college, no degree",246.43302599999998,People
410514606,"9th to 12th grade, no diploma",38.230092,People
410514606,Associate's degree,71.959755,People
410514606,Bachelor's degree,253.916625,People
410514606,Graduate or professional degree,134.337678,People
410514606,High school graduate (includes equivalency),148.539001,People
410514606,Less than 9th grade,30.122526,People
410514606,"Some college, no degree",222.923711,People
410514607,"9th to 12th grade, no diploma",72.826059,People
410514607,Associate's degree,103.896119,People
410514607,Bachelor's degree,210.93656099999998,People
410514607,Graduate or professional degree,96.351907,People
410514607,High school graduate (includes equivalency),288.993359,People
410514607,Less than 9th grade,49.701763,People
410514607,"Some college, no degree",289.790664,People
410514608,"9th to 12th grade, no diploma",66.372298,People
410514608,Associate's degree,70.904802,People
410514608,Bachelor's degree,204.444096,People
410514608,Graduate or professional degree,69.55976,People
410514608,High school graduate (includes equivalency),252.98605999999998,People
410514608,Less than 9th grade,75.29794799999999,People
410514608,"Some college, no degree",262.87228799999997,People
410514701,"9th to 12th grade, no diploma",102.59954,People
410514701,Associate's degree,115.129361,People
410514701,Bachelor's degree,292.015573,People
410514701,Graduate or professional degree,118.726062,People
410514701,High school graduate (includes equivalency),478.263595,People
410514701,Less than 9th grade,56.701539000000004,People
410514701,"Some college, no degree",504.328443,People
410514702,"9th to 12th grade, no diploma",46.95233,People
410514702,Associate's degree,60.104784,People
410514702,Bachelor's degree,173.858572,People
410514702,Graduate or professional degree,95.055215,People
410514702,High school graduate (includes equivalency),225.804427,People
410514702,Less than 9th grade,32.723109,People
410514702,"Some college, no degree",268.1161,People
410514703,"9th to 12th grade, no diploma",108.798317,People
410514703,Associate's degree,120.971757,People
410514703,Bachelor's degree,275.509405,People
410514703,Graduate or professional degree,110.540732,People
410514703,High school graduate (includes equivalency),328.37042399999996,People
410514703,Less than 9th grade,29.654376,People
410514703,"Some college, no degree",357.000968,People
410514704,"9th to 12th grade, no diploma",101.758999,People
410514704,Associate's degree,108.036562,People
410514704,Bachelor's degree,215.824901,People
410514704,Graduate or professional degree,124.092258,People
410514704,High school graduate (includes equivalency),311.16691,People
410514704,Less than 9th grade,43.123215,People
410514704,"Some college, no degree",427.811037,People
410514705,"9th to 12th grade, no diploma",142.698713,People
410514705,Associate's degree,179.109719,People
410514705,Bachelor's degree,266.963591,People
410514705,Graduate or professional degree,141.858242,People
410514705,High school graduate (includes equivalency),463.208221,People
410514705,Less than 9th grade,76.537378,People
410514705,"Some college, no degree",434.22099000000003,People
410514706,"9th to 12th grade, no diploma",123.80641899999999,People
410514706,Associate's degree,161.12827399999998,People
410514706,Bachelor's degree,100.92569999999999,People
410514706,Graduate or professional degree,47.668530999999994,People
410514706,High school graduate (includes equivalency),467.284095,People
410514706,Less than 9th grade,26.058972,People
410514706,"Some college, no degree",380.868478,People
410514707,"9th to 12th grade, no diploma",111.267557,People
410514707,Associate's degree,196.096475,People
410514707,Bachelor's degree,275.155205,People
410514707,Graduate or professional degree,194.063886,People
410514707,High school graduate (includes equivalency),533.4110019999999,People
410514707,Less than 9th grade,62.73188,People
410514707,"Some college, no degree",380.395296,People
410514708,"9th to 12th grade, no diploma",136.484407,People
410514708,Associate's degree,148.490017,People
410514708,Bachelor's degree,281.681701,People
410514708,Graduate or professional degree,134.472844,People
410514708,High school graduate (includes equivalency),444.057132,People
410514708,Less than 9th grade,58.045716000000006,People
410514708,"Some college, no degree",470.7574,People
410514709,"9th to 12th grade, no diploma",132.341673,People
410514709,Associate's degree,124.40960199999999,People
410514709,Bachelor's degree,158.723348,People
410514709,Graduate or professional degree,58.333688,People
410514709,High school graduate (includes equivalency),323.51761600000003,People
410514709,Less than 9th grade,96.485064,People
410514709,"Some college, no degree",296.79902300000003,People
410514710,"9th to 12th grade, no diploma",214.86496499999998,People
410514710,Associate's degree,262.156255,People
410514710,Bachelor's degree,178.885876,People
410514710,Graduate or professional degree,83.434706,People
410514710,High school graduate (includes equivalency),609.813693,People
410514710,Less than 9th grade,119.88937800000001,People
410514710,"Some college, no degree",521.258335,People
410514801,"9th to 12th grade, no diploma",133.97905699999998,People
410514801,Associate's degree,177.04299699999999,People
410514801,Bachelor's degree,438.226142,People
410514801,Graduate or professional degree,203.215539,People
410514801,High school graduate (includes equivalency),487.96395799999993,People
410514801,Less than 9th grade,46.01242,People
410514801,"Some college, no degree",559.041693,People
410514802,"9th to 12th grade, no diploma",112.998932,People
410514802,Associate's degree,128.99905800000002,People
410514802,Bachelor's degree,222.997802,People
410514802,Graduate or professional degree,43.999968,People
410514802,High school graduate (includes equivalency),471.996418,People
410514802,Less than 9th grade,84.00041399999999,People
410514802,"Some college, no degree",362.99804400000005,People
410514803,"9th to 12th grade, no diploma",91.455259,People
410514803,Associate's degree,106.26801,People
410514803,Bachelor's degree,232.210364,People
410514803,Graduate or professional degree,102.447457,People
410514803,High school graduate (includes equivalency),330.934165,People
410514803,Less than 9th grade,46.541722,People
410514803,"Some college, no degree",296.790112,People
410514804,"9th to 12th grade, no diploma",92.701038,People
410514804,Associate's degree,85.291249,People
410514804,Bachelor's degree,161.574364,People
410514804,Graduate or professional degree,80.171583,People
410514804,High school graduate (includes equivalency),308.765148,People
410514804,Less than 9th grade,24.455454,People
410514804,"Some college, no degree",320.352535,People
410514805,"9th to 12th grade, no diploma",180.67505,People
410514805,Associate's degree,265.069437,People
410514805,Bachelor's degree,233.71295800000001,People
410514805,Graduate or professional degree,176.35338099999998,People
410514805,High school graduate (includes equivalency),760.100966,People
410514805,Less than 9th grade,66.482595,People
410514805,"Some college, no degree",593.946236,People
410514806,"9th to 12th grade, no diploma",68.41435500000001,People
410514806,Associate's degree,115.649045,People
410514806,Bachelor's degree,292.540861,People
410514806,Graduate or professional degree,175.685263,People
410514806,High school graduate (includes equivalency),342.202383,People
410514806,Less than 9th grade,29.784369,People
410514806,"Some college, no degree",435.641095,People
410514807,"9th to 12th grade, no diploma",159.633943,People
410514807,Associate's degree,168.54147,People
410514807,Bachelor's degree,259.621015,People
410514807,Graduate or professional degree,107.619798,People
410514807,High school graduate (includes equivalency),506.809086,People
410514807,Less than 9th grade,82.95192700000001,People
410514807,"Some college, no degree",491.27037800000005,People
410514901,"9th to 12th grade, no diploma",20.677379000000002,People
410514901,Associate's degree,174.213723,People
410514901,Bachelor's degree,373.490471,People
410514901,Graduate or professional degree,60.189662,People
410514901,High school graduate (includes equivalency),508.654269,People
410514901,Less than 9th grade,7.964085000000001,People
410514901,"Some college, no degree",671.1446530000001,People
410514902,"9th to 12th grade, no diploma",59.952855,People
410514902,Associate's degree,111.844499,People
410514902,Bachelor's degree,417.110423,People
410514902,Graduate or professional degree,326.85449800000004,People
410514902,High school graduate (includes equivalency),589.103133,People
410514902,Less than 9th grade,134.498565,People
410514902,"Some college, no degree",561.086356,People
410514903,"9th to 12th grade, no diploma",108.49923100000001,People
410514903,Associate's degree,156.890463,People
410514903,Bachelor's degree,338.823929,People
410514903,Graduate or professional degree,213.17815900000002,People
410514903,High school graduate (includes equivalency),594.551024,People
410514903,Less than 9th grade,82.147809,People
410514903,"Some college, no degree",578.112021,People
410514904,"9th to 12th grade, no diploma",62.831902,People
410514904,Associate's degree,147.21940999999998,People
410514904,Bachelor's degree,216.361494,People
410514904,Graduate or professional degree,64.98309400000001,People
410514904,High school graduate (includes equivalency),389.61911000000003,People
410514904,Less than 9th grade,6.737112000000001,People
410514904,"Some college, no degree",427.684649,People
410514905,"9th to 12th grade, no diploma",37.612138,People
410514905,Associate's degree,108.40091100000001,People
410514905,Bachelor's degree,252.963242,People
410514905,Graduate or professional degree,83.249606,People
410514905,High school graduate (includes equivalency),284.271857,People
410514905,Less than 9th grade,10.187771,People
410514905,"Some college, no degree",405.746716,People
410514906,"9th to 12th grade, no diploma",83.535884,People
410514906,Associate's degree,71.27303,People
410514906,Bachelor's degree,119.668538,People
410514906,Graduate or professional degree,39.877456,People
410514906,High school graduate (includes equivalency),370.019851,People
410514906,Less than 9th grade,28.655293,People
410514906,"Some college, no degree",345.88868,People
410514907,"9th to 12th grade, no diploma",61.091479,People
410514907,Associate's degree,108.02741100000001,People
410514907,Bachelor's degree,398.916095,People
410514907,Graduate or professional degree,306.331236,People
410514907,High school graduate (includes equivalency),573.016159,People
410514907,Less than 9th grade,127.00202000000002,People
410514907,"Some college, no degree",545.463482,People
410514908,"9th to 12th grade, no diploma",163.72112,People
410514908,Associate's degree,304.77287,People
410514908,Bachelor's degree,319.565966,People
410514908,Graduate or professional degree,140.576833,People
410514908,High school graduate (includes equivalency),657.667762,People
410514908,Less than 9th grade,32.009382,People
410514908,"Some college, no degree",714.140086,People
410514909,"9th to 12th grade, no diploma",76.107353,People
410514909,Associate's degree,172.47519300000002,People
410514909,Bachelor's degree,157.701954,People
410514909,Graduate or professional degree,57.564291,People
410514909,High school graduate (includes equivalency),373.290545,People
410514909,Less than 9th grade,42.77125,People
410514909,"Some college, no degree",296.49485300000003,People
410514910,"9th to 12th grade, no diploma",102.76737700000001,People
410514910,Associate's degree,104.78417400000001,People
410514910,Bachelor's degree,241.82110900000004,People
410514910,Graduate or professional degree,102.664666,People
410514910,High school graduate (includes equivalency),364.00444600000003,People
410514910,Less than 9th grade,42.938839,People
410514910,"Some college, no degree",362.377932,People
410514911,"9th to 12th grade, no diploma",116.538527,People
410514911,Associate's degree,100.787699,People
410514911,Bachelor's degree,200.128005,People
410514911,Graduate or professional degree,87.353047,People
410514911,High school graduate (includes equivalency),453.46644,People
410514911,Less than 9th grade,60.224295,People
410514911,"Some college, no degree",431.612607,People
410515001,"9th to 12th grade, no diploma",129.535798,People
410515001,Associate's degree,128.25753,People
410515001,Bachelor's degree,135.295739,People
410515001,Graduate or professional degree,54.447269,People
410515001,High school graduate (includes equivalency),481.524577,People
410515001,Less than 9th grade,56.444739,People
410515001,"Some college, no degree",402.702185,People
410515002,"9th to 12th grade, no diploma",108.31302600000001,People
410515002,Associate's degree,159.34561300000001,People
410515002,Bachelor's degree,202.971868,People
410515002,Graduate or professional degree,137.489668,People
410515002,High school graduate (includes equivalency),340.373214,People
410515002,Less than 9th grade,34.014137,People
410515002,"Some college, no degree",407.596111,People
410515003,"9th to 12th grade, no diploma",149.941822,People
410515003,Associate's degree,286.166914,People
410515003,Bachelor's degree,444.99424600000003,People
410515003,Graduate or professional degree,168.394842,People
410515003,High school graduate (includes equivalency),544.513094,People
410515003,Less than 9th grade,36.983164,People
410515003,"Some college, no degree",565.1305619999999,People
410515004,"9th to 12th grade, no diploma",85.937174,People
410515004,Associate's degree,150.997378,People
410515004,Bachelor's degree,418.21829099999997,People
410515004,Graduate or professional degree,172.142386,People
410515004,High school graduate (includes equivalency),437.348505,People
410515004,Less than 9th grade,24.861758,People
410515004,"Some college, no degree",528.315205,People
410515006,"9th to 12th grade, no diploma",86.887044,People
410515006,Associate's degree,221.342644,People
410515006,Bachelor's degree,254.37529100000003,People
410515006,Graduate or professional degree,118.951034,People
410515006,High school graduate (includes equivalency),476.015809,People
410515006,Less than 9th grade,44.158999,People
410515006,"Some college, no degree",554.045313,People
410515007,"9th to 12th grade, no diploma",60.943482,People
410515007,Associate's degree,149.92322000000001,People
410515007,Bachelor's degree,205.225246,People
410515007,Graduate or professional degree,108.19860100000001,People
410515007,High school graduate (includes equivalency),340.919014,People
410515007,Less than 9th grade,14.949641,People
410515007,"Some college, no degree",319.261131,People
410515008,"9th to 12th grade, no diploma",56.981357,People
410515008,Associate's degree,149.772965,People
410515008,Bachelor's degree,320.617029,People
410515008,Graduate or professional degree,149.60924400000002,People
410515008,High school graduate (includes equivalency),425.94171900000003,People
410515008,Less than 9th grade,72.546498,People
410515008,"Some college, no degree",500.111593,People
410515009,"9th to 12th grade, no diploma",116.973699,People
410515009,Associate's degree,37.740224000000005,People
410515009,Bachelor's degree,89.659868,People
410515009,Graduate or professional degree,36.71466,People
410515009,High school graduate (includes equivalency),499.05840800000004,People
410515009,Less than 9th grade,14.244202,People
410515009,"Some college, no degree",376.67352900000003,People
410515101,"9th to 12th grade, no diploma",201.01503999999997,People
410515101,Associate's degree,190.99624,People
410515101,Bachelor's degree,200.001034,People
410515101,Graduate or professional degree,23.001692,People
410515101,High school graduate (includes equivalency),535.00329,People
410515101,Less than 9th grade,91.00376,People
410515101,"Some college, no degree",340.01174999999995,People
410515102,"9th to 12th grade, no diploma",186.54473099999998,People
410515102,Associate's degree,161.809535,People
410515102,Bachelor's degree,191.03171899999998,People
410515102,Graduate or professional degree,86.18844,People
410515102,High school graduate (includes equivalency),553.687554,People
410515102,Less than 9th grade,91.999628,People
410515102,"Some college, no degree",511.74898,People
410515103,"9th to 12th grade, no diploma",153.877657,People
410515103,Associate's degree,365.894688,People
410515103,Bachelor's degree,521.613619,People
410515103,Graduate or professional degree,313.61603,People
410515103,High school graduate (includes equivalency),704.328222,People
410515103,Less than 9th grade,122.32763,People
410515103,"Some college, no degree",810.403304,People
410515104,"9th to 12th grade, no diploma",140.70552,People
410515104,Associate's degree,249.468244,People
410515104,Bachelor's degree,392.702386,People
410515104,Graduate or professional degree,206.038608,People
410515104,High school graduate (includes equivalency),574.562816,People
410515104,Less than 9th grade,94.361971,People
410515104,"Some college, no degree",609.621076,People
410515105,"9th to 12th grade, no diploma",100.16184100000001,People
410515105,Associate's degree,216.684876,People
410515105,Bachelor's degree,423.120312,People
410515105,Graduate or professional degree,256.56637,People
410515105,High school graduate (includes equivalency),548.6936870000001,People
410515105,Less than 9th grade,72.622242,People
410515105,"Some college, no degree",675.094983,People
410515106,"9th to 12th grade, no diploma",77.434593,People
410515106,Associate's degree,137.197745,People
410515106,Bachelor's degree,271.109942,People
410515106,Graduate or professional degree,152.653427,People
410515106,High school graduate (includes equivalency),316.58538,People
410515106,Less than 9th grade,67.818507,People
410515106,"Some college, no degree",479.870178,People
410515107,"9th to 12th grade, no diploma",80.655371,People
410515107,Associate's degree,165.701595,People
410515107,Bachelor's degree,352.103879,People
410515107,Graduate or professional degree,223.840821,People
410515107,High school graduate (includes equivalency),481.389631,People
410515107,Less than 9th grade,76.437609,People
410515107,"Some college, no degree",656.008838,People
410515202,"9th to 12th grade, no diploma",23.512855000000002,People
410515202,Associate's degree,65.519864,People
410515202,Bachelor's degree,97.025574,People
410515202,Graduate or professional degree,165.80726800000002,People
410515202,High school graduate (includes equivalency),133.615625,People
410515202,Less than 9th grade,0.33650899999999995,People
410515202,"Some college, no degree",190.704117,People
410515203,"9th to 12th grade, no diploma",108.033599,People
410515203,Associate's degree,222.15729199999998,People
410515203,Bachelor's degree,306.883438,People
410515203,Graduate or professional degree,130.484462,People
410515203,High school graduate (includes equivalency),337.247951,People
410515203,Less than 9th grade,45.534801,People
410515203,"Some college, no degree",366.558565,People
410515204,"9th to 12th grade, no diploma",72.557132,People
410515204,Associate's degree,182.979782,People
410515204,Bachelor's degree,377.065388,People
410515204,Graduate or professional degree,154.215938,People
410515204,High school graduate (includes equivalency),490.761549,People
410515204,Less than 9th grade,35.74076,People
410515204,"Some college, no degree",477.42032800000004,People
410670301,"9th to 12th grade, no diploma",83.552697,People
410670301,Associate's degree,76.774888,People
410670301,Bachelor's degree,232.04182,People
410670301,Graduate or professional degree,69.410683,People
410670301,High school graduate (includes equivalency),402.143921,People
410670301,Less than 9th grade,5.158927,People
410670301,"Some college, no degree",326.589409,People
410670302,"9th to 12th grade, no diploma",37.12441,People
410670302,Associate's degree,143.958007,People
410670302,Bachelor's degree,186.568504,People
410670302,Graduate or professional degree,48.759217,People
410670302,High school graduate (includes equivalency),297.76392300000003,People
410670302,Less than 9th grade,11.367249,People
410670302,"Some college, no degree",362.214369,People
410670303,"9th to 12th grade, no diploma",376.40228,People
410670303,Associate's degree,551.935517,People
410670303,Bachelor's degree,1793.438097,People
410670303,Graduate or professional degree,938.719157,People
410670303,High school graduate (includes equivalency),2135.862218,People
410670303,Less than 9th grade,110.15353,People
410670303,"Some college, no degree",1688.928751,People
410670304,"9th to 12th grade, no diploma",55.163713,People
410670304,Associate's degree,174.132825,People
410670304,Bachelor's degree,213.829677,People
410670304,Graduate or professional degree,58.407088,People
410670304,High school graduate (includes equivalency),340.317761,People
410670304,Less than 9th grade,18.992863,People
410670304,"Some college, no degree",476.442928,People
410670305,"9th to 12th grade, no diploma",128,People
410670305,Associate's degree,329,People
410670305,Bachelor's degree,517,People
410670305,Graduate or professional degree,155,People
410670305,High school graduate (includes equivalency),488,People
410670305,Less than 9th grade,19,People
410670305,"Some college, no degree",675,People
410670306,"9th to 12th grade, no diploma",95.928568,People
410670306,Associate's degree,113.05518800000002,People
410670306,Bachelor's degree,145.14012300000002,People
410670306,Graduate or professional degree,114.966118,People
410670306,High school graduate (includes equivalency),408.645753,People
410670306,Less than 9th grade,38.964874,People
410670306,"Some college, no degree",524.6696350000001,People
410670307,"9th to 12th grade, no diploma",67.350739,People
410670307,Associate's degree,99.420872,People
410670307,Bachelor's degree,229.328032,People
410670307,Graduate or professional degree,59.226393,People
410670307,High school graduate (includes equivalency),208.313917,People
410670307,Less than 9th grade,4.4413219999999995,People
410670307,"Some college, no degree",268.766568,People
410670308,"9th to 12th grade, no diploma",84.947924,People
