precinct,age_group,estimate,units
410514301,15 to 17 years,23.924647,People
410514301,18 and 19 years,19.221991,People
410514301,20 years,11.706306,People
410514301,21 years,6.858874,People
410514301,22 to 24 years,34.296268,People
410514301,25 to 29 years,137.86281,People
410514301,30 to 34 years,156.946503,People
410514301,35 to 39 years,133.617473,People
410514301,40 to 44 years,113.660262,People
410514301,45 to 49 years,90.705021,People
410514301,5 to 9 years,62.79694,People
410514301,50 to 54 years,61.641736,People
410514301,55 to 59 years,44.381352,People
410514301,60 and 61 years,25.287173,People
410514301,62 to 64 years,34.562875,People
410514301,65 and 66 years,17.343957,People
410514301,67 to 69 years,20.357666,People
410514301,70 to 74 years,32.007575,People
410514301,75 to 79 years,19.686709,People
410514301,80 to 84 years,10.951049,People
410514301,85 years and over,7.144229999999999,People
410514301,Under 5 years,52.865535,People
410514302,10 to 14 years,23.116902,People
410514302,15 to 17 years,17.72248,People
410514302,18 and 19 years,6.675256,People
410514302,20 years,5.379409,People
410514302,21 years,8.042507,People
410514302,22 to 24 years,41.137734,People
410514302,25 to 29 years,153.65926,People
410514302,30 to 34 years,163.305671,People
410514302,35 to 39 years,108.29834,People
410514302,40 to 44 years,58.449996,People
410514302,45 to 49 years,67.54112,People
410514302,5 to 9 years,24.271119,People
410514302,50 to 54 years,54.649245,People
410514302,55 to 59 years,37.320516,People
410514302,60 and 61 years,13.455478,People
410514302,62 to 64 years,20.544542,People
410514302,65 and 66 years,23.945143,People
410514302,67 to 69 years,21.398229999999998,People
410514302,70 to 74 years,20.766083,People
410514302,75 to 79 years,19.336327,People
410514302,80 to 84 years,9.391345,People
410514302,85 years and over,22.817095000000002,People
410514302,Under 5 years,43.740919,People
410514304,10 to 14 years,83.675003,People
410514304,15 to 17 years,39.570382,People
410514304,18 and 19 years,15.963503,People
410514304,20 years,4.829444,People
410514304,21 years,11.352235,People
410514304,22 to 24 years,59.151666,People
410514304,25 to 29 years,151.683122,People
410514304,30 to 34 years,97.906964,People
410514304,35 to 39 years,145.679613,People
410514304,40 to 44 years,145.14467399999998,People
410514304,45 to 49 years,107.11581,People
410514304,5 to 9 years,89.555723,People
410514304,50 to 54 years,101.59658599999999,People
410514304,55 to 59 years,59.983405999999995,People
410514304,60 and 61 years,23.08643,People
410514304,62 to 64 years,50.800943999999994,People
410514304,65 and 66 years,31.670686,People
410514304,67 to 69 years,20.055386,People
410514304,70 to 74 years,38.142764,People
410514304,75 to 79 years,26.111249,People
410514304,80 to 84 years,11.076049,People
410514304,85 years and over,12.262687999999999,People
410514304,Under 5 years,61.189204,People
410514305,10 to 14 years,90.653451,People
410514305,15 to 17 years,59.807283,People
410514305,18 and 19 years,46.123553,People
410514305,20 years,41.363757,People
410514305,21 years,13.912565,People
410514305,22 to 24 years,46.951751,People
410514305,25 to 29 years,148.897025,People
410514305,30 to 34 years,205.087693,People
410514305,35 to 39 years,200.891893,People
410514305,40 to 44 years,146.093353,People
410514305,45 to 49 years,115.640146,People
410514305,5 to 9 years,118.284665,People
410514305,50 to 54 years,81.536154,People
410514305,55 to 59 years,82.963937,People
410514305,60 and 61 years,27.550337000000003,People
410514305,62 to 64 years,58.931066,People
410514305,65 and 66 years,33.367948,People
410514305,67 to 69 years,36.883610000000004,People
410514305,70 to 74 years,19.520578999999998,People
410514305,75 to 79 years,19.575152000000003,People
410514305,80 to 84 years,14.079321,People
410514305,85 years and over,8.921116,People
410514305,Under 5 years,132.840636,People
410514306,10 to 14 years,38.485267,People
410514306,15 to 17 years,27.170738,People
410514306,18 and 19 years,0.689367,People
410514306,20 years,0.001825,People
410514306,21 years,0,People
410514306,22 to 24 years,68.98102300000001,People
410514306,25 to 29 years,122.682001,People
410514306,30 to 34 years,175.946691,People
410514306,35 to 39 years,149.529058,People
410514306,40 to 44 years,100.60968600000001,People
410514306,45 to 49 years,59.97591,People
410514306,5 to 9 years,37.638165,People
410514306,50 to 54 years,91.34635999999999,People
410514306,55 to 59 years,68.489532,People
410514306,60 and 61 years,24.33482,People
410514306,62 to 64 years,53.51121,People
410514306,65 and 66 years,5.92731,People
410514306,67 to 69 years,39.563356999999996,People
410514306,70 to 74 years,50.045798,People
410514306,75 to 79 years,22.657448,People
410514306,80 to 84 years,2.499945,People
410514306,85 years and over,5.7372749999999995,People
410514306,Under 5 years,48.490827,People
410514310,10 to 14 years,47.467509,People
410514310,15 to 17 years,25.867729,People
410514310,18 and 19 years,5.901234,People
410514310,20 years,4.304740000000001,People
410514310,21 years,12.875615,People
410514310,22 to 24 years,55.271538,People
410514310,25 to 29 years,167.524213,People
410514310,30 to 34 years,147.531616,People
410514310,35 to 39 years,131.408483,People
410514310,40 to 44 years,106.017323,People
410514310,45 to 49 years,113.779233,People
410514310,5 to 9 years,48.271794,People
410514310,50 to 54 years,76.694666,People
410514310,55 to 59 years,62.014892,People
410514310,60 and 61 years,22.556341000000003,People
410514310,62 to 64 years,46.987032,People
410514310,65 and 66 years,22.391467,People
410514310,67 to 69 years,24.578247,People
410514310,70 to 74 years,38.515738,People
410514310,75 to 79 years,15.248098,People
410514310,80 to 84 years,12.723673,People
410514310,85 years and over,23.785716999999998,People
410514310,Under 5 years,45.529068,People
410514401,10 to 14 years,95.976945,People
410514401,15 to 17 years,78.641271,People
410514401,18 and 19 years,14.792404999999999,People
410514401,20 years,2.163948,People
410514401,21 years,21.217094,People
410514401,22 to 24 years,84.68095799999999,People
410514401,25 to 29 years,201.008425,People
410514401,30 to 34 years,272.53691899999995,People
410514401,35 to 39 years,196.023854,People
410514401,40 to 44 years,179.43757399999998,People
410514401,45 to 49 years,146.646599,People
410514401,5 to 9 years,66.988655,People
410514401,50 to 54 years,154.33523,People
410514401,55 to 59 years,139.733471,People
410514401,60 and 61 years,36.341885,People
410514401,62 to 64 years,133.262831,People
410514401,65 and 66 years,72.929002,People
410514401,67 to 69 years,96.51593,People
410514401,70 to 74 years,125.47752799999999,People
410514401,75 to 79 years,82.37891299999998,People
410514401,80 to 84 years,13.229751,People
410514401,85 years and over,11.128885,People
410514401,Under 5 years,96.18992999999999,People
410514402,10 to 14 years,83.24026300000001,People
410514402,15 to 17 years,81.156529,People
410514402,18 and 19 years,13.905109000000001,People
410514402,20 years,3.3889859999999996,People
410514402,21 years,16.952949,People
410514402,22 to 24 years,81.334996,People
410514402,25 to 29 years,160.838112,People
410514402,30 to 34 years,242.39369400000004,People
410514402,35 to 39 years,188.33603000000002,People
410514402,40 to 44 years,185.71276300000002,People
410514402,45 to 49 years,163.039028,People
410514402,5 to 9 years,53.497067,People
410514402,50 to 54 years,170.16892900000002,People
410514402,55 to 59 years,146.07421300000001,People
410514402,60 and 61 years,39.351119,People
410514402,62 to 64 years,142.960517,People
410514402,65 and 66 years,76.20144400000001,People
410514402,67 to 69 years,106.23113400000001,People
410514402,70 to 74 years,136.166168,People
410514402,75 to 79 years,84.64171100000002,People
410514402,80 to 84 years,12.480319000000001,People
410514402,85 years and over,7.939247,People
410514402,Under 5 years,86.78014300000001,People
410514403,10 to 14 years,23.652391,People
410514403,15 to 17 years,5.834834,People
410514403,18 and 19 years,27.953099,People
410514403,20 years,13.576913,People
410514403,21 years,9.427236,People
410514403,22 to 24 years,17.81819,People
410514403,25 to 29 years,66.89335,People
410514403,30 to 34 years,53.67225,People
410514403,35 to 39 years,62.445005,People
410514403,40 to 44 years,47.735196,People
410514403,45 to 49 years,41.579004,People
410514403,5 to 9 years,25.737089,People
410514403,50 to 54 years,26.546429,People
410514403,55 to 59 years,19.14718,People
410514403,60 and 61 years,11.545127,People
410514403,62 to 64 years,21.496298,People
410514403,65 and 66 years,8.737554000000001,People
410514403,67 to 69 years,15.306399,People
410514403,70 to 74 years,10.510672,People
410514403,75 to 79 years,8.113501,People
410514403,80 to 84 years,3.401206,People
410514403,85 years and over,4.748434,People
410514403,Under 5 years,34.518446,People
410514404,10 to 14 years,94.223225,People
410514404,15 to 17 years,59.574636,People
410514404,18 and 19 years,207.414863,People
410514404,20 years,91.26843099999999,People
410514404,21 years,71.475303,People
410514404,22 to 24 years,76.447254,People
410514404,25 to 29 years,113.99458,People
410514404,30 to 34 years,153.322202,People
410514404,35 to 39 years,177.828156,People
410514404,40 to 44 years,151.818359,People
410514404,45 to 49 years,105.35750800000001,People
410514404,5 to 9 years,119.902397,People
410514404,50 to 54 years,71.00744399999999,People
410514404,55 to 59 years,75.429323,People
410514404,60 and 61 years,23.873395,People
410514404,62 to 64 years,48.56451,People
410514404,65 and 66 years,18.289934,People
410514404,67 to 69 years,26.583376,People
410514404,70 to 74 years,35.49857,People
410514404,75 to 79 years,21.34029,People
410514404,80 to 84 years,21.355196,People
410514404,85 years and over,13.682698,People
410514404,Under 5 years,118.638995,People
410514409,10 to 14 years,20.77147,People
410514409,15 to 17 years,25.988319999999998,People
410514409,18 and 19 years,5.041136,People
410514409,20 years,12.299658,People
410514409,21 years,3.032153,People
410514409,22 to 24 years,85.463593,People
410514409,25 to 29 years,83.289721,People
410514409,30 to 34 years,129.164674,People
410514409,35 to 39 years,235.247619,People
410514409,40 to 44 years,132.724776,People
410514409,45 to 49 years,120.401311,People
410514409,5 to 9 years,24.873095,People
410514409,50 to 54 years,94.72768900000001,People
410514409,55 to 59 years,95.428424,People
410514409,60 and 61 years,17.181373999999998,People
410514409,62 to 64 years,50.425518,People
410514409,65 and 66 years,11.525987,People
410514409,67 to 69 years,26.468204,People
410514409,70 to 74 years,25.666008,People
410514409,75 to 79 years,16.70202,People
410514409,80 to 84 years,0.49632499999999996,People
410514409,85 years and over,6.42736,People
410514409,Under 5 years,24.644131,People
410514501,10 to 14 years,63.512738999999996,People
410514501,15 to 17 years,42.417672,People
410514501,18 and 19 years,14.091846,People
410514501,20 years,7.8818090000000005,People
410514501,21 years,7.004823,People
410514501,22 to 24 years,15.703368,People
410514501,25 to 29 years,71.91489899999999,People
410514501,30 to 34 years,49.640446,People
410514501,35 to 39 years,88.165162,People
410514501,40 to 44 years,89.559625,People
410514501,45 to 49 years,103.64752,People
410514501,5 to 9 years,68.843223,People
410514501,50 to 54 years,80.76465999999999,People
410514501,55 to 59 years,76.251447,People
410514501,60 and 61 years,31.369575,People
410514501,62 to 64 years,37.842969,People
410514501,65 and 66 years,42.702908,People
410514501,67 to 69 years,41.610634,People
410514501,70 to 74 years,46.416741,People
410514501,75 to 79 years,28.496865,People
410514501,80 to 84 years,14.091252,People
410514501,85 years and over,13.986557,People
410514501,Under 5 years,72.625367,People
410514502,10 to 14 years,70.564989,People
410514502,15 to 17 years,38.327664999999996,People
410514502,18 and 19 years,15.413464,People
410514502,20 years,10.203418,People
410514502,21 years,9.766895,People
410514502,22 to 24 years,40.929726,People
410514502,25 to 29 years,89.906432,People
410514502,30 to 34 years,156.10007,People
410514502,35 to 39 years,107.581121,People
410514502,40 to 44 years,129.87188799999998,People
410514502,45 to 49 years,105.919876,People
410514502,5 to 9 years,55.865948,People
410514502,50 to 54 years,107.003066,People
410514502,55 to 59 years,99.128398,People
410514502,60 and 61 years,51.71457,People
410514502,62 to 64 years,32.532636,People
410514502,65 and 66 years,49.355154999999996,People
410514502,67 to 69 years,41.028107999999996,People
410514502,70 to 74 years,39.778393,People
410514502,75 to 79 years,25.453263,People
410514502,80 to 84 years,11.131018,People
410514502,85 years and over,9.786061,People
410514502,Under 5 years,78.315367,People
410514503,10 to 14 years,61.818473,People
410514503,15 to 17 years,31.309728,People
410514503,18 and 19 years,13.095740000000001,People
410514503,20 years,6.230695,People
410514503,21 years,6.5418639999999995,People
410514503,22 to 24 years,44.052497,People
410514503,25 to 29 years,125.89286299999999,People
410514503,30 to 34 years,95.980496,People
410514503,35 to 39 years,120.23176,People
410514503,40 to 44 years,90.32033,People
410514503,45 to 49 years,93.534675,People
410514503,5 to 9 years,49.295285,People
410514503,50 to 54 years,76.476398,People
410514503,55 to 59 years,75.56411200000001,People
410514503,60 and 61 years,27.657465,People
410514503,62 to 64 years,43.231428,People
410514503,65 and 66 years,19.117165,People
410514503,67 to 69 years,38.17239,People
410514503,70 to 74 years,37.034331,People
410514503,75 to 79 years,17.223817999999998,People
410514503,80 to 84 years,12.599368,People
410514503,85 years and over,14.381325,People
410514503,Under 5 years,49.371497,People
410514505,10 to 14 years,55.000412,People
410514505,15 to 17 years,32.870592,People
410514505,18 and 19 years,18.431828,People
410514505,20 years,16.163202,People
410514505,21 years,4.158655,People
410514505,22 to 24 years,57.415614999999995,People
410514505,25 to 29 years,93.616647,People
410514505,30 to 34 years,134.46220499999998,People
410514505,35 to 39 years,108.629402,People
410514505,40 to 44 years,124.86454,People
410514505,45 to 49 years,96.490711,People
410514505,5 to 9 years,73.243766,People
410514505,50 to 54 years,74.485122,People
410514505,55 to 59 years,94.29887099999999,People
410514505,60 and 61 years,24.144435,People
410514505,62 to 64 years,34.786844,People
410514505,65 and 66 years,47.918958,People
410514505,67 to 69 years,39.063552,People
410514505,70 to 74 years,45.413744,People
410514505,75 to 79 years,22.320857,People
410514505,80 to 84 years,15.427233,People
410514505,85 years and over,7.095646,People
410514505,Under 5 years,78.018294,People
410514506,10 to 14 years,121.12566100000001,People
410514506,15 to 17 years,44.63573,People
410514506,18 and 19 years,70.298809,People
410514506,20 years,12.517604,People
410514506,21 years,9.824542,People
410514506,22 to 24 years,54.424324,People
410514506,25 to 29 years,100.660507,People
410514506,30 to 34 years,156.547167,People
410514506,35 to 39 years,115.939256,People
410514506,40 to 44 years,107.565921,People
410514506,45 to 49 years,129.754462,People
410514506,5 to 9 years,87.703941,People
410514506,50 to 54 years,103.28147299999999,People
410514506,55 to 59 years,72.734448,People
410514506,60 and 61 years,12.730046,People
410514506,62 to 64 years,49.148186,People
410514506,65 and 66 years,31.614205,People
410514506,67 to 69 years,51.267652,People
410514506,70 to 74 years,74.057495,People
410514506,75 to 79 years,30.04899,People
410514506,80 to 84 years,47.19356700000001,People
410514506,85 years and over,25.774864,People
410514506,Under 5 years,81.901131,People
410514508,10 to 14 years,56.910091,People
410514508,15 to 17 years,29.748938000000003,People
410514508,18 and 19 years,29.017908,People
410514508,20 years,53.355582,People
410514508,21 years,26.036368,People
410514508,22 to 24 years,76.615713,People
410514508,25 to 29 years,166.742021,People
410514508,30 to 34 years,153.864419,People
410514508,35 to 39 years,185.27217100000001,People
410514508,40 to 44 years,127.092555,People
410514508,45 to 49 years,68.166782,People
410514508,5 to 9 years,73.755723,People
410514508,50 to 54 years,81.761361,People
410514508,55 to 59 years,58.698451,People
410514508,60 and 61 years,12.043007,People
410514508,62 to 64 years,41.752974,People
410514508,65 and 66 years,34.42055,People
410514508,67 to 69 years,18.906612,People
410514508,70 to 74 years,32.731946,People
410514508,75 to 79 years,40.351422,People
410514508,80 to 84 years,5.921383,People
410514508,85 years and over,7.739205999999999,People
410514508,Under 5 years,87.871089,People
410514509,10 to 14 years,101.087188,People
410514509,15 to 17 years,103.54932799999999,People
410514509,18 and 19 years,33.741073,People
410514509,20 years,11.393906,People
410514509,21 years,32.277884,People
410514509,22 to 24 years,45.208349,People
410514509,25 to 29 years,137.679482,People
410514509,30 to 34 years,71.456878,People
410514509,35 to 39 years,186.644959,People
410514509,40 to 44 years,109.60949799999999,People
410514509,45 to 49 years,142.620607,People
410514509,5 to 9 years,94.47108899999999,People
410514509,50 to 54 years,105.446158,People
410514509,55 to 59 years,72.648707,People
410514509,60 and 61 years,53.832548,People
410514509,62 to 64 years,50.584775,People
410514509,65 and 66 years,41.039809,People
410514509,67 to 69 years,37.296535,People
410514509,70 to 74 years,61.890426999999995,People
410514509,75 to 79 years,36.565844,People
410514509,80 to 84 years,22.734493,People
410514509,85 years and over,63.425584,People
410514509,Under 5 years,65.208195,People
410514510,10 to 14 years,48.501774,People
410514510,15 to 17 years,31.976318,People
410514510,18 and 19 years,12.923747999999998,People
410514510,20 years,4.093656999999999,People
410514510,21 years,8.884763999999999,People
410514510,22 to 24 years,48.03267099999999,People
410514510,25 to 29 years,82.625562,People
410514510,30 to 34 years,93.70753199999999,People
410514510,35 to 39 years,116.948874,People
410514510,40 to 44 years,59.598079999999996,People
410514510,45 to 49 years,76.18618,People
410514510,5 to 9 years,89.226931,People
410514510,50 to 54 years,100.35055799999999,People
410514510,55 to 59 years,99.67329999999998,People
410514510,60 and 61 years,70.626094,People
410514510,62 to 64 years,69.872582,People
410514510,65 and 66 years,50.988324999999996,People
410514510,67 to 69 years,27.013351,People
410514510,70 to 74 years,52.150822999999995,People
410514510,75 to 79 years,26.679434999999998,People
410514510,80 to 84 years,21.651616,People
410514510,85 years and over,49.689964999999994,People
410514510,Under 5 years,61.120540999999996,People
410514511,10 to 14 years,117.88147599999999,People
410514511,15 to 17 years,72.156059,People
410514511,18 and 19 years,69.461041,People
410514511,20 years,55.928112999999996,People
410514511,21 years,20.210390999999998,People
410514511,22 to 24 years,45.939206,People
410514511,25 to 29 years,185.35249399999998,People
410514511,30 to 34 years,194.865329,People
410514511,35 to 39 years,174.206111,People
410514511,40 to 44 years,189.200715,People
410514511,45 to 49 years,162.25459899999998,People
410514511,5 to 9 years,79.361419,People
410514511,50 to 54 years,145.4791,People
410514511,55 to 59 years,146.891696,People
410514511,60 and 61 years,37.551717,People
410514511,62 to 64 years,58.94052,People
410514511,65 and 66 years,59.22037,People
410514511,67 to 69 years,80.741461,People
410514511,70 to 74 years,50.672381,People
410514511,75 to 79 years,48.180066,People
410514511,80 to 84 years,11.847313999999999,People
410514511,85 years and over,14.857137,People
410514511,Under 5 years,108.362269,People
410514512,10 to 14 years,59.274404,People
410514512,15 to 17 years,30.087017,People
410514512,18 and 19 years,14.082484,People
410514512,20 years,3.310122,People
410514512,21 years,10.781642000000002,People
410514512,22 to 24 years,24.254051,People
410514512,25 to 29 years,64.704982,People
410514512,30 to 34 years,77.860772,People
410514512,35 to 39 years,152.85819999999998,People
410514512,40 to 44 years,86.18410300000001,People
410514512,45 to 49 years,96.95876100000001,People
410514512,5 to 9 years,86.964371,People
410514512,50 to 54 years,122.824792,People
410514512,55 to 59 years,79.09712999999999,People
410514512,60 and 61 years,40.768007,People
410514512,62 to 64 years,43.856766,People
410514512,65 and 66 years,20.047985,People
410514512,67 to 69 years,32.645457,People
410514512,70 to 74 years,31.357789999999998,People
410514512,75 to 79 years,20.704253,People
410514512,80 to 84 years,10.428443,People
410514512,85 years and over,12.388635,People
410514512,Under 5 years,105.21455399999999,People
410514601,10 to 14 years,52.126852,People
410514601,15 to 17 years,24.788556,People
410514601,18 and 19 years,40.200378,People
410514601,20 years,15.826547,People
410514601,21 years,12.826178999999998,People
410514601,22 to 24 years,48.324404,People
410514601,25 to 29 years,120.009011,People
410514601,30 to 34 years,160.071971,People
410514601,35 to 39 years,104.767318,People
410514601,40 to 44 years,106.322729,People
410514601,45 to 49 years,113.738463,People
410514601,5 to 9 years,58.693987,People
410514601,50 to 54 years,99.827678,People
410514601,55 to 59 years,92.655415,People
410514601,60 and 61 years,46.938974,People
410514601,62 to 64 years,62.52348,People
410514601,65 and 66 years,25.472360000000002,People
410514601,67 to 69 years,39.332558,People
410514601,70 to 74 years,60.877849999999995,People
410514601,75 to 79 years,29.137441,People
410514601,80 to 84 years,20.82999,People
410514601,85 years and over,58.317346,People
410514601,Under 5 years,58.940898,People
410514602,10 to 14 years,71.663183,People
410514602,15 to 17 years,61.640217,People
410514602,18 and 19 years,24.255379,People
410514602,20 years,12.269327,People
410514602,21 years,6.11346,People
410514602,22 to 24 years,24.281404000000002,People
410514602,25 to 29 years,43.669729,People
410514602,30 to 34 years,61.972309,People
410514602,35 to 39 years,89.668586,People
410514602,40 to 44 years,100.83091,People
410514602,45 to 49 years,153.99849700000001,People
410514602,5 to 9 years,112.255671,People
410514602,50 to 54 years,103.18456,People
410514602,55 to 59 years,62.198464,People
410514602,60 and 61 years,29.708919,People
410514602,62 to 64 years,56.100594,People
410514602,65 and 66 years,42.470303,People
410514602,67 to 69 years,45.021170000000005,People
410514602,70 to 74 years,54.093303000000006,People
410514602,75 to 79 years,20.448472000000002,People
410514602,80 to 84 years,32.537208,People
410514602,85 years and over,12.531145,People
410514602,Under 5 years,71.325295,People
410514604,10 to 14 years,94.346431,People
410514604,15 to 17 years,58.545394,People
410514604,18 and 19 years,44.110982,People
410514604,20 years,20.405103,People
410514604,21 years,26.37479,People
410514604,22 to 24 years,53.080378,People
410514604,25 to 29 years,167.281468,People
410514604,30 to 34 years,149.647674,People
410514604,35 to 39 years,157.676328,People
410514604,40 to 44 years,113.776453,People
410514604,45 to 49 years,124.214123,People
410514604,5 to 9 years,76.759905,People
410514604,50 to 54 years,130.44652100000002,People
410514604,55 to 59 years,91.133216,People
410514604,60 and 61 years,46.7488,People
410514604,62 to 64 years,64.061823,People
410514604,65 and 66 years,30.681522,People
410514604,67 to 69 years,50.227672,People
410514604,70 to 74 years,52.11536,People
410514604,75 to 79 years,40.544935,People
410514604,80 to 84 years,25.843228,People
410514604,85 years and over,34.293763,People
410514604,Under 5 years,86.724984,People
410514605,10 to 14 years,44.246042,People
410514605,15 to 17 years,25.432614,People
410514605,18 and 19 years,9.973,People
410514605,20 years,3.961655,People
410514605,21 years,3.2357679999999998,People
410514605,22 to 24 years,59.257307999999995,People
410514605,25 to 29 years,113.952423,People
410514605,30 to 34 years,92.752174,People
410514605,35 to 39 years,104.02373899999999,People
410514605,40 to 44 years,117.715789,People
410514605,45 to 49 years,65.06632499999999,People
410514605,5 to 9 years,48.268175,People
410514605,50 to 54 years,57.346534999999996,People
410514605,55 to 59 years,54.287217,People
410514605,60 and 61 years,12.086437,People
410514605,62 to 64 years,43.108468,People
410514605,65 and 66 years,38.897714,People
410514605,67 to 69 years,49.416933,People
410514605,70 to 74 years,43.082485,People
410514605,75 to 79 years,15.458857,People
410514605,80 to 84 years,11.568892,People
410514605,85 years and over,15.894194999999998,People
410514605,Under 5 years,63.556951,People
410514606,10 to 14 years,46.108644,People
410514606,15 to 17 years,33.277300000000004,People
410514606,18 and 19 years,7.539547,People
410514606,20 years,10.55367,People
410514606,21 years,13.196049,People
410514606,22 to 24 years,47.715975,People
410514606,25 to 29 years,114.994468,People
410514606,30 to 34 years,111.449742,People
410514606,35 to 39 years,157.400455,People
410514606,40 to 44 years,106.652755,People
410514606,45 to 49 years,95.74615800000001,People
410514606,5 to 9 years,64.916856,People
410514606,50 to 54 years,62.50631,People
410514606,55 to 59 years,63.821889,People
410514606,60 and 61 years,19.346674,People
410514606,62 to 64 years,31.691108,People
410514606,65 and 66 years,19.760038,People
410514606,67 to 69 years,31.792556,People
410514606,70 to 74 years,26.407202,People
410514606,75 to 79 years,23.17238,People
410514606,80 to 84 years,13.361042,People
410514606,85 years and over,15.565497,People
410514606,Under 5 years,75.951088,People
410514607,10 to 14 years,88.292439,People
410514607,15 to 17 years,48.906462,People
410514607,18 and 19 years,32.879603,People
410514607,20 years,30.537424,People
410514607,21 years,27.806674,People
410514607,22 to 24 years,25.150523,People
410514607,25 to 29 years,147.489581,People
410514607,30 to 34 years,105.49450399999999,People
410514607,35 to 39 years,111.194642,People
410514607,40 to 44 years,90.59139,People
410514607,45 to 49 years,107.683555,People
410514607,5 to 9 years,80.012597,People
410514607,50 to 54 years,109.360266,People
410514607,55 to 59 years,65.563876,People
410514607,60 and 61 years,42.453536,People
410514607,62 to 64 years,70.47536099999999,People
410514607,65 and 66 years,32.203412,People
410514607,67 to 69 years,56.399676,People
410514607,70 to 74 years,45.939816,People
410514607,75 to 79 years,30.158326,People
410514607,80 to 84 years,37.982216,People
410514607,85 years and over,80.097097,People
410514607,Under 5 years,114.740045,People
410514608,10 to 14 years,72.298851,People
410514608,15 to 17 years,54.240501,People
410514608,18 and 19 years,35.848397,People
410514608,20 years,2.873529,People
410514608,21 years,6.971567,People
410514608,22 to 24 years,49.49864,People
410514608,25 to 29 years,168.626216,People
410514608,30 to 34 years,149.10485699999998,People
410514608,35 to 39 years,120.313547,People
410514608,40 to 44 years,107.06437899999999,People
410514608,45 to 49 years,134.04085,People
410514608,5 to 9 years,92.969782,People
410514608,50 to 54 years,42.553227,People
410514608,55 to 59 years,46.445764,People
410514608,60 and 61 years,29.243043,People
410514608,62 to 64 years,60.012946,People
410514608,65 and 66 years,24.094976,People
410514608,67 to 69 years,30.831746,People
410514608,70 to 74 years,41.560801999999995,People
410514608,75 to 79 years,29.64599,People
410514608,80 to 84 years,0.110899,People
410514608,85 years and over,14.387388,People
410514608,Under 5 years,57.306615,People
410514701,10 to 14 years,96.303903,People
410514701,15 to 17 years,103.861146,People
410514701,18 and 19 years,51.753994,People
410514701,20 years,2.42375,People
410514701,21 years,31.225071999999997,People
410514701,22 to 24 years,75.801231,People
410514701,25 to 29 years,121.234604,People
410514701,30 to 34 years,142.274168,People
410514701,35 to 39 years,195.316181,People
410514701,40 to 44 years,70.337222,People
410514701,45 to 49 years,164.161353,People
410514701,5 to 9 years,124.75995300000001,People
410514701,50 to 54 years,175.470225,People
410514701,55 to 59 years,129.76663399999998,People
410514701,60 and 61 years,86.521433,People
410514701,62 to 64 years,64.348714,People
410514701,65 and 66 years,53.567448,People
410514701,67 to 69 years,108.086369,People
410514701,70 to 74 years,105.332268,People
410514701,75 to 79 years,92.92737,People
410514701,80 to 84 years,43.129653,People
410514701,85 years and over,57.398815,People
410514701,Under 5 years,108.899855,People
410514702,10 to 14 years,94.112436,People
410514702,15 to 17 years,34.030526,People
410514702,18 and 19 years,10.891540000000001,People
410514702,20 years,10.46207,People
410514702,21 years,0.5776600000000001,People
410514702,22 to 24 years,34.689134,People
410514702,25 to 29 years,107.483337,People
410514702,30 to 34 years,80.729795,People
410514702,35 to 39 years,74.601028,People
410514702,40 to 44 years,68.980342,People
410514702,45 to 49 years,60.321721000000004,People
410514702,5 to 9 years,35.470826,People
410514702,50 to 54 years,130.230269,People
410514702,55 to 59 years,19.022327,People
410514702,60 and 61 years,29.100306,People
410514702,62 to 64 years,29.824997,People
410514702,65 and 66 years,68.217457,People
410514702,67 to 69 years,72.509107,People
410514702,70 to 74 years,43.769859,People
410514702,75 to 79 years,1.831777,People
410514702,80 to 84 years,66.950896,People
410514702,85 years and over,82.05665499999999,People
410514702,Under 5 years,56.413917,People
410514703,10 to 14 years,103.205764,People
410514703,15 to 17 years,61.854572999999995,People
410514703,18 and 19 years,39.172171999999996,People
410514703,20 years,25.816683999999995,People
410514703,21 years,4.456821000000001,People
410514703,22 to 24 years,83.84861599999999,People
410514703,25 to 29 years,142.364361,People
410514703,30 to 34 years,153.729737,People
410514703,35 to 39 years,128.17194800000001,People
410514703,40 to 44 years,121.54953900000001,People
410514703,45 to 49 years,119.872772,People
410514703,5 to 9 years,111.524866,People
410514703,50 to 54 years,116.138698,People
410514703,55 to 59 years,144.016264,People
410514703,60 and 61 years,33.688401999999996,People
410514703,62 to 64 years,70.59078,People
410514703,65 and 66 years,46.870286,People
410514703,67 to 69 years,40.732226,People
410514703,70 to 74 years,76.057613,People
410514703,75 to 79 years,27.520806,People
410514703,80 to 84 years,32.485174,People
410514703,85 years and over,52.7709,People
410514703,Under 5 years,125.167791,People
410514704,10 to 14 years,120.622617,People
410514704,15 to 17 years,43.792213000000004,People
410514704,18 and 19 years,17.671214,People
410514704,20 years,19.427018,People
410514704,21 years,29.312673,People
410514704,22 to 24 years,43.578809,People
410514704,25 to 29 years,188.899765,People
410514704,30 to 34 years,118.437968,People
410514704,35 to 39 years,142.863548,People
410514704,40 to 44 years,105.44235,People
410514704,45 to 49 years,119.28103899999999,People
410514704,5 to 9 years,155.618188,People
410514704,50 to 54 years,97.09831700000001,People
410514704,55 to 59 years,104.756182,People
410514704,60 and 61 years,39.614023,People
410514704,62 to 64 years,45.342009000000004,People
410514704,65 and 66 years,48.589437000000004,People
410514704,67 to 69 years,55.919812,People
410514704,70 to 74 years,79.352456,People
