precinct,hh_type_1,hh_type_2,estimate,units
410514508,Married-couple household:,With own children under 18 years,73.700767,Households
410514509,Cohabiting couple household:,With no own children of the householder under 18 years,38.651828,Households
410514509,Cohabiting couple household:,With own children of the householder under 18 years,7.632041,Households
410514509,"Female householder, no spouse or partner present:",Living alone,106.32086500000001,Households
410514509,"Female householder, no spouse or partner present:",With only nonrelatives present,22.088521,Households
410514509,"Female householder, no spouse or partner present:",With own children under 18 years,5.8935,Households
410514509,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",34.955111,Households
410514509,"Male householder, no spouse or partner present:",Living alone,57.117952,Households
410514509,"Male householder, no spouse or partner present:",With only nonrelatives present,27.233567,Households
410514509,"Male householder, no spouse or partner present:",With own children under 18 years,33.1455,Households
410514509,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",16.873992,Households
410514509,Married-couple household:,With no own children under 18 years,152.22088200000002,Households
410514509,Married-couple household:,With own children under 18 years,127.16912099999999,Households
410514510,Cohabiting couple household:,With no own children of the householder under 18 years,24.163432,Households
410514510,Cohabiting couple household:,With own children of the householder under 18 years,15.333468,Households
410514510,"Female householder, no spouse or partner present:",Living alone,101.89491799999999,Households
410514510,"Female householder, no spouse or partner present:",With only nonrelatives present,8.456616,Households
410514510,"Female householder, no spouse or partner present:",With own children under 18 years,27.867196999999997,Households
410514510,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",25.715365,Households
410514510,"Male householder, no spouse or partner present:",Living alone,73.274728,Households
410514510,"Male householder, no spouse or partner present:",With only nonrelatives present,18.753251999999996,Households
410514510,"Male householder, no spouse or partner present:",With own children under 18 years,12.841613999999998,Households
410514510,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",13.155779999999998,Households
410514510,Married-couple household:,With no own children under 18 years,156.042962,Households
410514510,Married-couple household:,With own children under 18 years,72.009,Households
410514511,Cohabiting couple household:,With no own children of the householder under 18 years,52.283591,Households
410514511,Cohabiting couple household:,With own children of the householder under 18 years,6.117779,Households
410514511,"Female householder, no spouse or partner present:",Living alone,85.244929,Households
410514511,"Female householder, no spouse or partner present:",With only nonrelatives present,19.52507,Households
410514511,"Female householder, no spouse or partner present:",With own children under 18 years,43.89331,Households
410514511,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",49.66562,Households
410514511,"Male householder, no spouse or partner present:",Living alone,143.863138,Households
410514511,"Male householder, no spouse or partner present:",With only nonrelatives present,39.220730999999994,Households
410514511,"Male householder, no spouse or partner present:",With own children under 18 years,6.6455839999999995,Households
410514511,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",43.528346,Households
410514511,Married-couple household:,With no own children under 18 years,219.96285,Households
410514511,Married-couple household:,With own children under 18 years,142.752983,Households
410514512,Cohabiting couple household:,With no own children of the householder under 18 years,32.14752,Households
410514512,Cohabiting couple household:,With own children of the householder under 18 years,9.9539300000000015,Households
410514512,"Female householder, no spouse or partner present:",Living alone,38.373704999999994,Households
410514512,"Female householder, no spouse or partner present:",With only nonrelatives present,5.043322000000001,Households
410514512,"Female householder, no spouse or partner present:",With own children under 18 years,16.740759,Households
410514512,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",17.21754,Households
410514512,"Male householder, no spouse or partner present:",Living alone,37.003305,Households
410514512,"Male householder, no spouse or partner present:",With only nonrelatives present,8.281061,Households
410514512,"Male householder, no spouse or partner present:",With own children under 18 years,0.23551999999999998,Households
410514512,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",24.666262,Households
410514512,Married-couple household:,With no own children under 18 years,132.663877,Households
410514512,Married-couple household:,With own children under 18 years,118.03848199999999,Households
410514601,Cohabiting couple household:,With no own children of the householder under 18 years,45.777808,Households
410514601,Cohabiting couple household:,With own children of the householder under 18 years,2.3746110000000002,Households
410514601,"Female householder, no spouse or partner present:",Living alone,159.19342699999999,Households
410514601,"Female householder, no spouse or partner present:",With only nonrelatives present,25.778866999999998,Households
410514601,"Female householder, no spouse or partner present:",With own children under 18 years,14.461644,Households
410514601,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",29.85903,Households
410514601,"Male householder, no spouse or partner present:",Living alone,94.019217,Households
410514601,"Male householder, no spouse or partner present:",With only nonrelatives present,20.717277000000003,Households
410514601,"Male householder, no spouse or partner present:",With own children under 18 years,6.832271,Households
410514601,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",8.162499,Households
410514601,Married-couple household:,With no own children under 18 years,143.019504,Households
410514601,Married-couple household:,With own children under 18 years,96.66830399999999,Households
410514602,Cohabiting couple household:,With no own children of the householder under 18 years,36.955198,Households
410514602,Cohabiting couple household:,With own children of the householder under 18 years,4.984793000000001,Households
410514602,"Female householder, no spouse or partner present:",Living alone,62.9633,Households
410514602,"Female householder, no spouse or partner present:",With only nonrelatives present,6.746900999999999,Households
410514602,"Female householder, no spouse or partner present:",With own children under 18 years,9.456954,Households
410514602,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",4.958826999999999,Households
410514602,"Male householder, no spouse or partner present:",Living alone,44.614286,Households
410514602,"Male householder, no spouse or partner present:",With only nonrelatives present,4.876035,Households
410514602,"Male householder, no spouse or partner present:",With own children under 18 years,8.57616,Households
410514602,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",2.3548090000000004,Households
410514602,Married-couple household:,With no own children under 18 years,140.902879,Households
410514602,Married-couple household:,With own children under 18 years,154.623189,Households
410514604,Cohabiting couple household:,With no own children of the householder under 18 years,55.762473,Households
410514604,Cohabiting couple household:,With own children of the householder under 18 years,16.424788,Households
410514604,"Female householder, no spouse or partner present:",Living alone,84.089786,Households
410514604,"Female householder, no spouse or partner present:",With only nonrelatives present,11.428342,Households
410514604,"Female householder, no spouse or partner present:",With own children under 18 years,23.964728,Households
410514604,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",39.974421,Households
410514604,"Male householder, no spouse or partner present:",Living alone,91.736463,Households
410514604,"Male householder, no spouse or partner present:",With only nonrelatives present,24.29326,Households
410514604,"Male householder, no spouse or partner present:",With own children under 18 years,8.076208,Households
410514604,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",14.351437,Households
410514604,Married-couple household:,With no own children under 18 years,153.173725,Households
410514604,Married-couple household:,With own children under 18 years,114.941201,Households
410514605,Cohabiting couple household:,With no own children of the householder under 18 years,43.124933999999996,Households
410514605,Cohabiting couple household:,With own children of the householder under 18 years,17.055047,Households
410514605,"Female householder, no spouse or partner present:",Living alone,87.15505999999999,Households
410514605,"Female householder, no spouse or partner present:",With only nonrelatives present,11.514078,Households
410514605,"Female householder, no spouse or partner present:",With own children under 18 years,11.7464,Households
410514605,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",24.333305,Households
410514605,"Male householder, no spouse or partner present:",Living alone,44.363414,Households
410514605,"Male householder, no spouse or partner present:",With only nonrelatives present,23.966745999999997,Households
410514605,"Male householder, no spouse or partner present:",With own children under 18 years,5.648176,Households
410514605,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",1.9840989999999998,Households
410514605,Married-couple household:,With no own children under 18 years,111.90468,Households
410514605,Married-couple household:,With own children under 18 years,63.417696,Households
410514606,Cohabiting couple household:,With no own children of the householder under 18 years,40.410073000000004,Households
410514606,Cohabiting couple household:,With own children of the householder under 18 years,14.02512,Households
410514606,"Female householder, no spouse or partner present:",Living alone,84.60343,Households
410514606,"Female householder, no spouse or partner present:",With only nonrelatives present,15.043791,Households
410514606,"Female householder, no spouse or partner present:",With own children under 18 years,13.77431,Households
410514606,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",28.874872,Households
410514606,"Male householder, no spouse or partner present:",Living alone,49.639906,Households
410514606,"Male householder, no spouse or partner present:",With only nonrelatives present,18.344077,Households
410514606,"Male householder, no spouse or partner present:",With own children under 18 years,8.497017,Households
410514606,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",13.92509,Households
410514606,Married-couple household:,With no own children under 18 years,94.527523,Households
410514606,Married-couple household:,With own children under 18 years,83.79155800000001,Households
410514607,Cohabiting couple household:,With no own children of the householder under 18 years,38.831087,Households
410514607,Cohabiting couple household:,With own children of the householder under 18 years,13.635781,Households
410514607,"Female householder, no spouse or partner present:",Living alone,109.91336100000001,Households
410514607,"Female householder, no spouse or partner present:",With only nonrelatives present,5.052586,Households
410514607,"Female householder, no spouse or partner present:",With own children under 18 years,38.599646,Households
410514607,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",28.950504000000002,Households
410514607,"Male householder, no spouse or partner present:",Living alone,78.562029,Households
410514607,"Male householder, no spouse or partner present:",With only nonrelatives present,16.205070000000003,Households
410514607,"Male householder, no spouse or partner present:",With own children under 18 years,10.785715,Households
410514607,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",14.85094,Households
410514607,Married-couple household:,With no own children under 18 years,135.137928,Households
410514607,Married-couple household:,With own children under 18 years,93.536508,Households
410514608,Cohabiting couple household:,With no own children of the householder under 18 years,75.059957,Households
410514608,Cohabiting couple household:,With own children of the householder under 18 years,6.425925,Households
410514608,"Female householder, no spouse or partner present:",Living alone,46.270584,Households
410514608,"Female householder, no spouse or partner present:",With only nonrelatives present,13.739301000000001,Households
410514608,"Female householder, no spouse or partner present:",With own children under 18 years,21.634305,Households
410514608,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",19.539806,Households
410514608,"Male householder, no spouse or partner present:",Living alone,35.854453,Households
410514608,"Male householder, no spouse or partner present:",With only nonrelatives present,20.735941,Households
410514608,"Male householder, no spouse or partner present:",With own children under 18 years,0.012402,Households
410514608,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",19.184413,Households
410514608,Married-couple household:,With no own children under 18 years,121.11236699999999,Households
410514608,Married-couple household:,With own children under 18 years,96.783466,Households
410514701,Cohabiting couple household:,With no own children of the householder under 18 years,30.521114,Households
410514701,Cohabiting couple household:,With own children of the householder under 18 years,6.2450399999999995,Households
410514701,"Female householder, no spouse or partner present:",Living alone,138.34556800000001,Households
410514701,"Female householder, no spouse or partner present:",With only nonrelatives present,7.319744,Households
410514701,"Female householder, no spouse or partner present:",With own children under 18 years,44.666713,Households
410514701,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",116.874222,Households
410514701,"Male householder, no spouse or partner present:",Living alone,97.712133,Households
410514701,"Male householder, no spouse or partner present:",With only nonrelatives present,44.236754000000005,Households
410514701,"Male householder, no spouse or partner present:",With own children under 18 years,8.32672,Households
410514701,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",16.641206,Households
410514701,Married-couple household:,With no own children under 18 years,249.434157,Households
410514701,Married-couple household:,With own children under 18 years,148.952978,Households
410514702,Cohabiting couple household:,With no own children of the householder under 18 years,23.095636000000002,Households
410514702,Cohabiting couple household:,With own children of the householder under 18 years,0.669784,Households
410514702,"Female householder, no spouse or partner present:",Living alone,138.28753,Households
410514702,"Female householder, no spouse or partner present:",With only nonrelatives present,0.21130300000000002,Households
410514702,"Female householder, no spouse or partner present:",With own children under 18 years,17.308893,Households
410514702,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",75.45586100000001,Households
410514702,"Male householder, no spouse or partner present:",Living alone,96.09940499999999,Households
410514702,"Male householder, no spouse or partner present:",With only nonrelatives present,0.31463100000000005,Households
410514702,"Male householder, no spouse or partner present:",With own children under 18 years,0.006579,Households
410514702,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",8.577867,Households
410514702,Married-couple household:,With no own children under 18 years,71.946154,Households
410514702,Married-couple household:,With own children under 18 years,72.16398400000001,Households
410514703,Cohabiting couple household:,With no own children of the householder under 18 years,54.059488,Households
410514703,Cohabiting couple household:,With own children of the householder under 18 years,16.175935,Households
410514703,"Female householder, no spouse or partner present:",Living alone,121.17098299999999,Households
410514703,"Female householder, no spouse or partner present:",With only nonrelatives present,4.258285,Households
410514703,"Female householder, no spouse or partner present:",With own children under 18 years,42.850757,Households
410514703,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",31.562616,Households
410514703,"Male householder, no spouse or partner present:",Living alone,58.042788,Households
410514703,"Male householder, no spouse or partner present:",With only nonrelatives present,0.141284,Households
410514703,"Male householder, no spouse or partner present:",With own children under 18 years,8.625892,Households
410514703,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",28.60738,Households
410514703,Married-couple household:,With no own children under 18 years,199.861257,Households
410514703,Married-couple household:,With own children under 18 years,90.137646,Households
410514704,Cohabiting couple household:,With no own children of the householder under 18 years,27.041841,Households
410514704,Cohabiting couple household:,With own children of the householder under 18 years,37.452966,Households
410514704,"Female householder, no spouse or partner present:",Living alone,126.069951,Households
410514704,"Female householder, no spouse or partner present:",With only nonrelatives present,11.861047,Households
410514704,"Female householder, no spouse or partner present:",With own children under 18 years,81.697004,Households
410514704,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",16.733486,Households
410514704,"Male householder, no spouse or partner present:",Living alone,128.835374,Households
410514704,"Male householder, no spouse or partner present:",With only nonrelatives present,21.911681,Households
410514704,"Male householder, no spouse or partner present:",With own children under 18 years,5.069153999999999,Households
410514704,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",28.099433,Households
410514704,Married-couple household:,With no own children under 18 years,191.758699,Households
410514704,Married-couple household:,With own children under 18 years,74.188336,Households
410514705,Cohabiting couple household:,With no own children of the householder under 18 years,45.914779,Households
410514705,Cohabiting couple household:,With own children of the householder under 18 years,15.453764999999999,Households
410514705,"Female householder, no spouse or partner present:",Living alone,197.355565,Households
410514705,"Female householder, no spouse or partner present:",With only nonrelatives present,16.150875,Households
410514705,"Female householder, no spouse or partner present:",With own children under 18 years,44.767529,Households
410514705,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",94.534724,Households
410514705,"Male householder, no spouse or partner present:",Living alone,78.250124,Households
410514705,"Male householder, no spouse or partner present:",With only nonrelatives present,25.088082,Households
410514705,"Male householder, no spouse or partner present:",With own children under 18 years,11.042634000000001,Households
410514705,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",23.925276999999998,Households
410514705,Married-couple household:,With no own children under 18 years,260.54147,Households
410514705,Married-couple household:,With own children under 18 years,178.763473,Households
410514706,Cohabiting couple household:,With no own children of the householder under 18 years,30.057661,Households
410514706,Cohabiting couple household:,With own children of the householder under 18 years,46.649912,Households
410514706,"Female householder, no spouse or partner present:",Living alone,58.595508,Households
410514706,"Female householder, no spouse or partner present:",With only nonrelatives present,5.343287999999999,Households
410514706,"Female householder, no spouse or partner present:",With own children under 18 years,70.577885,Households
410514706,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",42.309014999999995,Households
410514706,"Male householder, no spouse or partner present:",Living alone,119.985792,Households
410514706,"Male householder, no spouse or partner present:",With only nonrelatives present,26.969697999999998,Households
410514706,"Male householder, no spouse or partner present:",With own children under 18 years,0.0077740000000000005,Households
410514706,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",29.230482,Households
410514706,Married-couple household:,With no own children under 18 years,170.369329,Households
410514706,Married-couple household:,With own children under 18 years,122.616639,Households
410514707,Cohabiting couple household:,With no own children of the householder under 18 years,53.798162999999995,Households
410514707,Cohabiting couple household:,With own children of the householder under 18 years,61.711936,Households
410514707,"Female householder, no spouse or partner present:",Living alone,131.008767,Households
410514707,"Female householder, no spouse or partner present:",With only nonrelatives present,56.32499,Households
410514707,"Female householder, no spouse or partner present:",With own children under 18 years,18.616528,Households
410514707,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",75.78859,Households
410514707,"Male householder, no spouse or partner present:",Living alone,151.568018,Households
410514707,"Male householder, no spouse or partner present:",With only nonrelatives present,18.133615,Households
410514707,"Male householder, no spouse or partner present:",With own children under 18 years,5.18e-4,Households
410514707,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",39.593568999999995,Households
410514707,Married-couple household:,With no own children under 18 years,186.782847,Households
410514707,Married-couple household:,With own children under 18 years,114.72274499999999,Households
410514708,Cohabiting couple household:,With no own children of the householder under 18 years,66.507320000000007,Households
410514708,Cohabiting couple household:,With own children of the householder under 18 years,15.509651,Households
410514708,"Female householder, no spouse or partner present:",Living alone,167.18032,Households
410514708,"Female householder, no spouse or partner present:",With only nonrelatives present,12.498357,Households
410514708,"Female householder, no spouse or partner present:",With own children under 18 years,65.02361400000001,Households
410514708,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",48.792803,Households
410514708,"Male householder, no spouse or partner present:",Living alone,93.595775,Households
410514708,"Male householder, no spouse or partner present:",With only nonrelatives present,17.856286,Households
410514708,"Male householder, no spouse or partner present:",With own children under 18 years,16.06199,Households
410514708,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",35.818632,Households
410514708,Married-couple household:,With no own children under 18 years,214.163812,Households
410514708,Married-couple household:,With own children under 18 years,109.423744,Households
410514709,Cohabiting couple household:,With no own children of the householder under 18 years,16.378783,Households
410514709,Cohabiting couple household:,With own children of the householder under 18 years,18.102696,Households
410514709,"Female householder, no spouse or partner present:",Living alone,123.961093,Households
410514709,"Female householder, no spouse or partner present:",With only nonrelatives present,6.168145999999999,Households
410514709,"Female householder, no spouse or partner present:",With own children under 18 years,63.103895,Households
410514709,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",60.015344999999996,Households
410514709,"Male householder, no spouse or partner present:",Living alone,78.891101,Households
410514709,"Male householder, no spouse or partner present:",With only nonrelatives present,27.780248,Households
410514709,"Male householder, no spouse or partner present:",With own children under 18 years,15.065245000000001,Households
410514709,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",10.950224,Households
410514709,Married-couple household:,With no own children under 18 years,121.868755,Households
410514709,Married-couple household:,With own children under 18 years,122.25889,Households
410514710,Cohabiting couple household:,With no own children of the householder under 18 years,42.373561,Households
410514710,Cohabiting couple household:,With own children of the householder under 18 years,47.018217,Households
410514710,"Female householder, no spouse or partner present:",Living alone,149.481174,Households
410514710,"Female householder, no spouse or partner present:",With only nonrelatives present,4.214523,Households
410514710,"Female householder, no spouse or partner present:",With own children under 18 years,127.169935,Households
410514710,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",94.42715700000001,Households
410514710,"Male householder, no spouse or partner present:",Living alone,125.603296,Households
410514710,"Male householder, no spouse or partner present:",With only nonrelatives present,24.635994,Households
410514710,"Male householder, no spouse or partner present:",With own children under 18 years,23.441207000000002,Households
410514710,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",36.483807,Households
410514710,Married-couple household:,With no own children under 18 years,260.88343100000003,Households
410514710,Married-couple household:,With own children under 18 years,125.694204,Households
410514801,Cohabiting couple household:,With no own children of the householder under 18 years,99.004426,Households
410514801,Cohabiting couple household:,With own children of the householder under 18 years,11.997071,Households
410514801,"Female householder, no spouse or partner present:",Living alone,98.046297,Households
410514801,"Female householder, no spouse or partner present:",With only nonrelatives present,24.998488,Households
410514801,"Female householder, no spouse or partner present:",With own children under 18 years,43.982842999999995,Households
410514801,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",33.992774999999995,Households
410514801,"Male householder, no spouse or partner present:",Living alone,104.99206699999999,Households
410514801,"Male householder, no spouse or partner present:",With only nonrelatives present,98.990214,Households
410514801,"Male householder, no spouse or partner present:",With own children under 18 years,7.000983999999999,Households
410514801,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",17.996224,Households
410514801,Married-couple household:,With no own children under 18 years,283.119629,Households
410514801,Married-couple household:,With own children under 18 years,157.10080699999997,Households
410514802,Cohabiting couple household:,With no own children of the householder under 18 years,21.999894,Households
410514802,Cohabiting couple household:,With own children of the householder under 18 years,88.99898200000001,Households
410514802,"Female householder, no spouse or partner present:",Living alone,57.999326,Households
410514802,"Female householder, no spouse or partner present:",With only nonrelatives present,10.00058,Households
410514802,"Female householder, no spouse or partner present:",With own children under 18 years,69.99902,Households
410514802,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",32.999622,Households
410514802,"Male householder, no spouse or partner present:",Living alone,139.998974,Households
410514802,"Male householder, no spouse or partner present:",With only nonrelatives present,17.999916,Households
410514802,"Male householder, no spouse or partner present:",With own children under 18 years,28.999594000000002,Households
410514802,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",9.00028,Households
410514802,Married-couple household:,With no own children under 18 years,194.998264,Households
410514802,Married-couple household:,With own children under 18 years,63.999998000000005,Households
410514803,Cohabiting couple household:,With no own children of the householder under 18 years,52.941009,Households
410514803,Cohabiting couple household:,With own children of the householder under 18 years,25.089628,Households
410514803,"Female householder, no spouse or partner present:",Living alone,65.826347,Households
410514803,"Female householder, no spouse or partner present:",With only nonrelatives present,24.607527,Households
410514803,"Female householder, no spouse or partner present:",With own children under 18 years,50.500911,Households
410514803,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",35.333256999999996,Households
410514803,"Male householder, no spouse or partner present:",Living alone,96.53802,Households
410514803,"Male householder, no spouse or partner present:",With only nonrelatives present,21.489823,Households
410514803,"Male householder, no spouse or partner present:",With own children under 18 years,13.570086,Households
410514803,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",12.643057,Households
410514803,Married-couple household:,With no own children under 18 years,153.971465,Households
410514803,Married-couple household:,With own children under 18 years,93.708422,Households
410514804,Cohabiting couple household:,With no own children of the householder under 18 years,37.026099,Households
410514804,Cohabiting couple household:,With own children of the householder under 18 years,22.38831,Households
410514804,"Female householder, no spouse or partner present:",Living alone,62.474056,Households
410514804,"Female householder, no spouse or partner present:",With only nonrelatives present,9.062105,Households
410514804,"Female householder, no spouse or partner present:",With own children under 18 years,27.073936,Households
410514804,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",21.542768,Households
410514804,"Male householder, no spouse or partner present:",Living alone,67.344077,Households
410514804,"Male householder, no spouse or partner present:",With only nonrelatives present,31.741089000000002,Households
410514804,"Male householder, no spouse or partner present:",With own children under 18 years,7.469741,Households
410514804,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",19.012220000000003,Households
410514804,Married-couple household:,With no own children under 18 years,116.997561,Households
410514804,Married-couple household:,With own children under 18 years,130.244489,Households
410514805,Cohabiting couple household:,With no own children of the householder under 18 years,121.507928,Households
410514805,Cohabiting couple household:,With own children of the householder under 18 years,27.274466999999998,Households
410514805,"Female householder, no spouse or partner present:",Living alone,172.19883399999998,Households
410514805,"Female householder, no spouse or partner present:",With only nonrelatives present,17.041006,Households
410514805,"Female householder, no spouse or partner present:",With own children under 18 years,91.634044,Households
410514805,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",94.447968,Households
410514805,"Male householder, no spouse or partner present:",Living alone,175.312375,Households
410514805,"Male householder, no spouse or partner present:",With only nonrelatives present,61.160925999999996,Households
410514805,"Male householder, no spouse or partner present:",With own children under 18 years,48.971568999999995,Households
410514805,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",18.296519,Households
410514805,Married-couple household:,With no own children under 18 years,131.791689,Households
410514805,Married-couple household:,With own children under 18 years,168.634044,Households
410514806,Cohabiting couple household:,With no own children of the householder under 18 years,0.014146,Households
410514806,Cohabiting couple household:,With own children of the householder under 18 years,13.748069000000001,Households
410514806,"Female householder, no spouse or partner present:",Living alone,60.664241,Households
410514806,"Female householder, no spouse or partner present:",With only nonrelatives present,0.00315,Households
410514806,"Female householder, no spouse or partner present:",With own children under 18 years,53.101477,Households
410514806,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",49.32999900000001,Households
410514806,"Male householder, no spouse or partner present:",Living alone,63.891431,Households
410514806,"Male householder, no spouse or partner present:",With only nonrelatives present,16.870739000000004,Households
410514806,"Male householder, no spouse or partner present:",With own children under 18 years,0.001255,Households
410514806,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",6.912267000000001,Households
410514806,Married-couple household:,With no own children under 18 years,295.589883,Households
410514806,Married-couple household:,With own children under 18 years,184.26657200000002,Households
410514807,Cohabiting couple household:,With no own children of the householder under 18 years,59.149055000000004,Households
410514807,Cohabiting couple household:,With own children of the householder under 18 years,24.656428000000002,Households
410514807,"Female householder, no spouse or partner present:",Living alone,90.056603,Households
410514807,"Female householder, no spouse or partner present:",With only nonrelatives present,16.875895,Households
410514807,"Female householder, no spouse or partner present:",With own children under 18 years,59.821345,Households
410514807,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",55.608495000000005,Households
410514807,"Male householder, no spouse or partner present:",Living alone,127.767877,Households
410514807,"Male householder, no spouse or partner present:",With only nonrelatives present,25.823738000000002,Households
410514807,"Male householder, no spouse or partner present:",With own children under 18 years,0.38549700000000003,Households
410514807,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",8.900367,Households
410514807,Married-couple household:,With no own children under 18 years,211.29689100000002,Households
410514807,Married-couple household:,With own children under 18 years,228.991062,Households
410514901,Cohabiting couple household:,With no own children of the householder under 18 years,29.218867,Households
410514901,Cohabiting couple household:,With own children of the householder under 18 years,1.2168280000000002,Households
410514901,"Female householder, no spouse or partner present:",Living alone,24.347738000000003,Households
410514901,"Female householder, no spouse or partner present:",With only nonrelatives present,40.29074,Households
410514901,"Female householder, no spouse or partner present:",With own children under 18 years,16.898654,Households
410514901,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",13.266464000000001,Households
410514901,"Male householder, no spouse or partner present:",Living alone,20.267761,Households
410514901,"Male householder, no spouse or partner present:",With only nonrelatives present,5.366427000000001,Households
410514901,"Male householder, no spouse or partner present:",With own children under 18 years,0,Households
410514901,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",15.295798,Households
410514901,Married-couple household:,With no own children under 18 years,326.988244,Households
410514901,Married-couple household:,With own children under 18 years,242.365692,Households
410514902,Cohabiting couple household:,With no own children of the householder under 18 years,53.800182,Households
410514902,Cohabiting couple household:,With own children of the householder under 18 years,34.869235,Households
410514902,"Female householder, no spouse or partner present:",Living alone,134.860647,Households
410514902,"Female householder, no spouse or partner present:",With only nonrelatives present,0.045114,Households
410514902,"Female householder, no spouse or partner present:",With own children under 18 years,0.04145,Households
410514902,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",57.955015,Households
410514902,"Male householder, no spouse or partner present:",Living alone,22.303069999999998,Households
410514902,"Male householder, no spouse or partner present:",With only nonrelatives present,0.0076500000000000005,Households
410514902,"Male householder, no spouse or partner present:",With own children under 18 years,0.00144,Households
410514902,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",2.990319,Households
410514902,Married-couple household:,With no own children under 18 years,582.57286,Households
410514902,Married-couple household:,With own children under 18 years,139.750684,Households
410514903,Cohabiting couple household:,With no own children of the householder under 18 years,57.427689,Households
410514903,Cohabiting couple household:,With own children of the householder under 18 years,29.086482,Households
410514903,"Female householder, no spouse or partner present:",Living alone,177.325828,Households
410514903,"Female householder, no spouse or partner present:",With only nonrelatives present,10.229431,Households
410514903,"Female householder, no spouse or partner present:",With own children under 18 years,32.093128,Households
410514903,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",61.69849,Households
410514903,"Male householder, no spouse or partner present:",Living alone,89.84061600000001,Households
410514903,"Male householder, no spouse or partner present:",With only nonrelatives present,2.219996,Households
410514903,"Male householder, no spouse or partner present:",With own children under 18 years,6.482502,Households
410514903,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",14.802882,Households
410514903,Married-couple household:,With no own children under 18 years,413.667667,Households
410514903,Married-couple household:,With own children under 18 years,198.294615,Households
410514904,Cohabiting couple household:,With no own children of the householder under 18 years,23.096653,Households
410514904,Cohabiting couple household:,With own children of the householder under 18 years,14.170043,Households
410514904,"Female householder, no spouse or partner present:",Living alone,65.386748,Households
410514904,"Female householder, no spouse or partner present:",With only nonrelatives present,19.632608,Households
410514904,"Female householder, no spouse or partner present:",With own children under 18 years,15.232081,Households
410514904,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",48.426101,Households
